year,month,location,state,units,transmode,bid_low,bid_high,pricing point,bid_avg,price_cwt,spread,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D0,D1,D2,D3,D4
2017,10,Southeast Colorado,CO,Bushel,Truck,3.04,3.42,Country Elevators,3.23,5.981481481481481,0.3799999999999999,3.25,-0.02,-0.0062,-1,1879.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1275,0,0,0,0,0,0,0,0,0
2017,11,Denver,CO,Bushel,Truck-Rail,3.43,3.43,Terminal Elevators,3.43,6.351851851851851,0,3.5,-0.07,-0.0204,-1,155.66,0,0,0,0,0,114.98750000000001,0,0,0,0,54.6,0,0,0,0,38.915,0,0,0,0,0,0,0,0,0
2017,11,East Central Colorado,CO,Bushel,Truck,2.94,2.99,Country Elevators,2.965,5.4907407407407405,0.050000000000000266,3.045,-0.08,-0.027,-1,1891.905,0,0,0,0,0,38.77791666666666,0,0,0,0,2.8503333333333334,0,0,0,0,26.13,0,0,0,0,0,0,0,0,0
2017,11,North Central Colorado,CO,Bushel,Truck-Rail,3.42,3.52,Country Elevators,3.4699999999999998,6.425925925925926,0.10000000000000009,3.5549999999999997,-0.085,-0.0245,-1,1873.4940000000001,15.3556,0,0,0,0,312.5185,0,0,0,0,291.1212,0,0,0,0,349.513,0,0,0,0,5.928,0,0,0,0
2017,11,Northeast Colorado,CO,Bushel,Truck,3.03,3.2,Country Elevators,3.115,5.768518518518519,0.17000000000000037,3.2249999999999996,-0.11,-0.0353,-1,1361.5783333333334,185.55766666666668,0,0,0,0,324.1129166666667,0,0,0,0,458.5323333333333,0,0,0,0,370.5108333333334,0,0,0,0,186.10333333333335,0,0,0,0
2017,11,Southeast Colorado,CO,Bushel,Truck,3.01,3.39,Country Elevators,3.2,5.9259259259259265,0.38000000000000034,3.23,-0.03,-0.0094,-1,1876.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79375,0,0,0,0
2017,12,Denver,CO,Bushel,Truck-Rail,3.38,3.38,Terminal Elevators,3.38,6.259259259259259,0,3.43,-0.05,-0.0148,-1,38.915,0,0,0,0,0,0,0,0,0,0,114.98750000000001,0,0,0,0,54.6,0,0,0,0,116.745,0,0,0,0
2017,12,East Central Colorado,CO,Bushel,Truck,2.96,3.08,Country Elevators,3.02,5.592592592592593,0.1200000000000001,2.965,0.055,0.0182,1,472.97625,0,0,0,0,0,0,0,0,0,0,38.77791666666666,0,0,0,0,2.8503333333333334,0,0,0,0,1418.92875,0,0,0,0
2017,12,North Central Colorado,CO,Bushel,Truck-Rail,3.37,3.5,Country Elevators,3.435,6.361111111111112,0.1299999999999999,3.4699999999999998,-0.035,-0.0102,-1,799.908,5.928,0,0,0,0,15.3556,0,0,0,0,312.5185,0,0,0,0,291.1212,0,0,0,0,1079.5165,0,0,0,0
2017,12,Northeast Colorado,CO,Bushel,Truck,3.01,3.21,Country Elevators,3.11,5.7592592592592595,0.20000000000000018,3.115,-0.005,-0.0016,-1,339.9625,186.10333333333335,0,0,0,0,185.55766666666668,0,0,0,0,324.1129166666667,0,0,0,0,458.5323333333333,0,0,0,0,1207.7208333333333,0,0,0,0
2017,12,Southeast Colorado,CO,Bushel,Truck,2.96,3.38,Country Elevators,3.17,5.87037037037037,0.41999999999999993,3.2,-0.03,-0.0095,-1,461.58687499999996,3.79375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.556875,54.816874999999996,0,0,0
2018,1,Denver,CO,Bushel,Truck-Rail,3.4,3.4,Terminal Elevators,3.4,6.296296296296296,0,3.38,0.02,0.0059,1,0,116.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.98750000000001,0,0,0,0,31.131999999999998,124.52799999999999,0,0,0
2018,1,East Central Colorado,CO,Bushel,Truck,3.02,3.16,Country Elevators,3.09,5.722222222222222,0.14000000000000012,3.02,0.07,0.0227,1,0,1418.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.77791666666666,0,0,0,0,379.28633333333335,1512.6183333333333,0,0,0
2018,1,North Central Colorado,CO,Bushel,Truck-Rail,3.4,3.6,Country Elevators,3.5,6.481481481481481,0.20000000000000018,3.435,0.065,0.0186,1,180.9352,1079.5165,0,0,0,0,5.928,0,0,0,0,15.3556,0,0,0,0,312.5185,0,0,0,0,1283.0140000000001,415.4756,0,0,0
2018,1,Northeast Colorado,CO,Bushel,Truck,3.03,3.18,Country Elevators,3.105,5.75,0.15000000000000036,3.11,-0.005,-0.0016,-1,0,1207.7208333333333,0,0,0,0,186.10333333333335,0,0,0,0,185.55766666666668,0,0,0,0,324.1129166666667,0,0,0,0,608.0853333333333,939.5976666666667,0,0,0
2018,1,Southeast Colorado,CO,Bushel,Truck,2.98,3.43,Country Elevators,3.205,5.935185185185185,0.4500000000000002,3.17,0.035,0.0109,1,0,1363.556875,54.816874999999996,0,0,0,3.79375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.3995,1352.422,186.139,0,0
2018,2,Denver,CO,Bushel,Truck-Rail,3.62,3.62,Terminal Elevators,3.62,6.703703703703703,0,3.4,0.22,0.0608,1,0,31.131999999999998,124.52799999999999,0,0,0,116.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9225,149.7375,0,0,0
2018,2,East Central Colorado,CO,Bushel,Truck,3.16,3.35,Country Elevators,3.255,6.027777777777778,0.18999999999999995,3.09,0.165,0.0507,1,6.103750000000001,379.28633333333335,1512.6183333333333,0,0,0,1418.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.23625,1717.5658333333333,0,0,0
2018,2,North Central Colorado,CO,Bushel,Truck-Rail,3.62,3.76,Country Elevators,3.69,6.833333333333333,0.13999999999999968,3.5,0.19,0.0515,1,868.7945,1283.0140000000001,415.4756,0,0,0,1079.5165,0,0,0,0,5.928,0,0,0,0,15.3556,0,0,0,0,615.8925,394.7365,0,0,0
2018,2,Northeast Colorado,CO,Bushel,Truck,3.16,3.31,Country Elevators,3.2350000000000003,5.990740740740741,0.1499999999999999,3.105,0.13,0.0402,1,354.5595833333333,608.0853333333333,939.5976666666667,0,0,0,1207.7208333333333,0,0,0,0,186.10333333333335,0,0,0,0,185.55766666666668,0,0,0,0,1123.0333333333333,70.09041666666667,0,0,0
2018,2,Southeast Colorado,CO,Bushel,Truck,3.11,3.58,Country Elevators,3.3449999999999998,6.194444444444444,0.4700000000000002,3.205,0.14,0.0419,1,0,341.3995,1352.422,186.139,0,0,1363.556875,54.816874999999996,0,0,0,3.79375,0,0,0,0,0,0,0,0,0,0,1206.608125,673.0575000000001,0.29625,0
2018,3,Denver,CO,Bushel,Truck-Rail,3.76,3.76,Terminal Elevators,3.76,6.962962962962963,0,3.62,0.14,0.0372,1,0,5.9225,149.7375,0,0,0,31.131999999999998,124.52799999999999,0,0,0,116.745,0,0,0,0,0,0,0,0,0,53.925,101.735,0,0,0
2018,3,East Central Colorado,CO,Bushel,Truck,3.26,3.38,Country Elevators,3.32,6.148148148148148,0.1200000000000001,3.255,0.065,0.0196,1,24.416666666666668,168.23625,1717.5658333333333,0,0,0,379.28633333333335,1512.6183333333333,0,0,0,1418.92875,0,0,0,0,0,0,0,0,0,179.44,1351.6829166666666,336.3670833333333,0,0
2018,3,North Central Colorado,CO,Bushel,Truck-Rail,3.76,3.86,Country Elevators,3.8099999999999996,7.055555555555555,0.10000000000000009,3.69,0.12,0.0315,1,1120.212,615.8925,394.7365,0,0,0,1283.0140000000001,415.4756,0,0,0,1079.5165,0,0,0,0,5.928,0,0,0,0,410.7255,348.486,0,0,0
2018,3,Northeast Colorado,CO,Bushel,Truck,3.28,3.43,Country Elevators,3.355,6.212962962962963,0.15000000000000036,3.2350000000000003,0.12,0.0358,1,639.1083333333333,1123.0333333333333,70.09041666666667,0,0,0,608.0853333333333,939.5976666666667,0,0,0,1207.7208333333333,0,0,0,0,186.10333333333335,0,0,0,0,841.6433333333333,66.92999999999999,0,0,0
2018,3,Southeast Colorado,CO,Bushel,Truck,3.28,3.68,Country Elevators,3.48,6.444444444444445,0.40000000000000036,3.3449999999999998,0.135,0.0388,1,0,0,1206.608125,673.0575000000001,0.29625,0,341.3995,1352.422,186.139,0,0,1363.556875,54.816874999999996,0,0,0,3.79375,0,0,0,0,0,0,1133.788125,746.171875,0
2018,4,Denver,CO,Bushel,Truck-Rail,3.76,3.77,Terminal Elevators,3.7649999999999997,6.972222222222221,0.010000000000000231,3.76,0.005,0.0013,1,0,53.925,101.735,0,0,0,5.9225,149.7375,0,0,0,31.131999999999998,124.52799999999999,0,0,0,116.745,0,0,0,0,142.96,12.705,0,0,0
2018,4,East Central Colorado,CO,Bushel,Truck,3.29,3.45,Country Elevators,3.37,6.240740740740741,0.16000000000000014,3.32,0.05,0.0148,1,55.58375,179.44,1351.6829166666666,336.3670833333333,0,0,168.23625,1717.5658333333333,0,0,0,379.28633333333335,1512.6183333333333,0,0,0,1418.92875,0,0,0,0,171.7525,873.12375,791.4454166666667,0,0
2018,4,North Central Colorado,CO,Bushel,Truck-Rail,3.76,3.91,Country Elevators,3.835,7.101851851851852,0.15000000000000036,3.8099999999999996,0.025,0.0065,1,1143.204,410.7255,348.486,0,0,0,615.8925,394.7365,0,0,0,1283.0140000000001,415.4756,0,0,0,1079.5165,0,0,0,0,441.95750000000004,294.2615,0,0,0
2018,4,Northeast Colorado,CO,Bushel,Truck,3.3,3.46,Country Elevators,3.38,6.259259259259259,0.16000000000000014,3.355,0.025,0.0074,1,904.6108333333334,841.6433333333333,66.92999999999999,0,0,0,1123.0333333333333,70.09041666666667,0,0,0,608.0853333333333,939.5976666666667,0,0,0,1207.7208333333333,0,0,0,0,586.6645833333333,56.40833333333333,0,0,0
2018,4,Southeast Colorado,CO,Bushel,Truck,3.31,3.74,Country Elevators,3.5250000000000004,6.527777777777779,0.43000000000000016,3.48,0.045,0.0128,1,0,0,0,1133.788125,746.171875,0,0,1206.608125,673.0575000000001,0.29625,0,341.3995,1352.422,186.139,0,0,1363.556875,54.816874999999996,0,0,0,0,0,636.4175,1243.375625,0.166875
2018,5,Denver,CO,Bushel,Truck-Rail,3.87,3.87,Terminal Elevators,3.87,7.166666666666667,0,3.7649999999999997,0.105,0.0271,1,31.131999999999998,142.96,12.705,0,0,0,53.925,101.735,0,0,0,5.9225,149.7375,0,0,0,31.131999999999998,124.52799999999999,0,0,0,119.44800000000001,5.082,0,0,0
2018,5,East Central Colorado,CO,Bushel,Truck,3.46,3.54,Country Elevators,3.5,6.481481481481481,0.08000000000000007,3.37,0.13,0.0371,1,149.17733333333334,171.7525,873.12375,791.4454166666667,0,0,179.44,1351.6829166666666,336.3670833333333,0,0,168.23625,1717.5658333333333,0,0,0,379.28633333333335,1512.6183333333333,0,0,0,283.37966666666665,652.7683333333333,806.5806666666666,0,0
2018,5,North Central Colorado,CO,Bushel,Truck-Rail,3.88,4.05,Country Elevators,3.965,7.342592592592593,0.16999999999999993,3.835,0.13,0.0328,1,1425.7484,441.95750000000004,294.2615,0,0,0,410.7255,348.486,0,0,0,615.8925,394.7365,0,0,0,1283.0140000000001,415.4756,0,0,0,336.52,117.1536,0,0,0
2018,5,Northeast Colorado,CO,Bushel,Truck,3.49,3.68,Country Elevators,3.585,6.638888888888888,0.18999999999999995,3.38,0.205,0.0572,1,1350.3236666666667,586.6645833333333,56.40833333333333,0,0,0,841.6433333333333,66.92999999999999,0,0,0,1123.0333333333333,70.09041666666667,0,0,0,608.0853333333333,939.5976666666667,0,0,0,181.738,15.621333333333332,0,0,0
2018,5,Southeast Colorado,CO,Bushel,Truck,3.47,3.92,Country Elevators,3.6950000000000003,6.8425925925925934,0.44999999999999973,3.5250000000000004,0.17,0.046,1,0,0,0,636.4175,1243.375625,0.166875,0,0,1133.788125,746.171875,0,0,1206.608125,673.0575000000001,0.29625,0,341.3995,1352.422,186.139,0,0,0,11.46,568.8665000000001,1299.3,0.3345
2018,6,Denver,CO,Bushel,Truck-Rail,3.54,3.54,Terminal Elevators,3.54,6.555555555555556,0,3.87,-0.33,-0.0932,-1,155.66,119.44800000000001,5.082,0,0,0,142.96,12.705,0,0,0,53.925,101.735,0,0,0,5.9225,149.7375,0,0,0,0,0,0,0,0
2018,6,East Central Colorado,CO,Bushel,Truck,3.1,3.2,Country Elevators,3.1500000000000004,5.833333333333334,0.10000000000000009,3.5,-0.35,-0.1111,-1,400.73791666666665,283.37966666666665,652.7683333333333,806.5806666666666,0,0,171.7525,873.12375,791.4454166666667,0,0,179.44,1351.6829166666666,336.3670833333333,0,0,168.23625,1717.5658333333333,0,0,0,360.235,485.6016666666667,636.625,8.705,0
2018,6,North Central Colorado,CO,Bushel,Truck-Rail,3.54,3.75,Country Elevators,3.645,6.75,0.20999999999999996,3.965,-0.32,-0.0878,-1,1829.231,336.52,117.1536,0,0,0,441.95750000000004,294.2615,0,0,0,410.7255,348.486,0,0,0,615.8925,394.7365,0,0,0,50.192,0,0,0,0
2018,6,Northeast Colorado,CO,Bushel,Truck,3.18,3.44,Country Elevators,3.31,6.12962962962963,0.2599999999999998,3.585,-0.275,-0.0831,-1,1547.6833333333334,181.738,15.621333333333332,0,0,0,586.6645833333333,56.40833333333333,0,0,0,841.6433333333333,66.92999999999999,0,0,0,1123.0333333333333,70.09041666666667,0,0,0,0,0,0,0,0
2018,6,Southeast Colorado,CO,Bushel,Truck,3.1,3.58,Country Elevators,3.34,6.185185185185185,0.48,3.6950000000000003,-0.355,-0.1063,-1,0.8175,0,11.46,568.8665000000001,1299.3,0.3345,0,0,636.4175,1243.375625,0.166875,0,0,1133.788125,746.171875,0,0,1206.608125,673.0575000000001,0.29625,0,0,22.829375,256.591875,1600.466875,0.071875
2018,7,Denver,CO,Bushel,Truck-Rail,3.53,3.53,Terminal Elevators,3.53,6.537037037037037,0,3.54,-0.01,-0.0028,-1,44.176,0,0,0,0,0,119.44800000000001,5.082,0,0,0,142.96,12.705,0,0,0,53.925,101.735,0,0,0,111.484,0,0,0,0
2018,7,East Central Colorado,CO,Bushel,Truck,2.96,3.11,Country Elevators,3.035,5.620370370370371,0.1499999999999999,3.1500000000000004,-0.115,-0.0379,-1,471.336,360.235,485.6016666666667,636.625,8.705,0,283.37966666666665,652.7683333333333,806.5806666666666,0,0,171.7525,873.12375,791.4454166666667,0,0,179.44,1351.6829166666666,336.3670833333333,0,0,381.20666666666665,484.127,520.7783333333333,34.45933333333333,0
2018,7,North Central Colorado,CO,Bushel,Truck-Rail,3.53,3.64,Country Elevators,3.585,6.638888888888888,0.11000000000000032,3.645,-0.06,-0.0167,-1,1349.4812,50.192,0,0,0,0,336.52,117.1536,0,0,0,441.95750000000004,294.2615,0,0,0,410.7255,348.486,0,0,0,389.662,140.0776,0.2048,0,0
2018,7,Northeast Colorado,CO,Bushel,Truck,3.08,3.37,Country Elevators,3.225,5.972222222222222,0.29000000000000004,3.31,-0.085,-0.0264,-1,1547.6833333333334,0,0,0,0,0,181.738,15.621333333333332,0,0,0,586.6645833333333,56.40833333333333,0,0,0,841.6433333333333,66.92999999999999,0,0,0,0,0,0,0,0
2018,7,Southeast Colorado,CO,Bushel,Truck,3.04,3.56,Country Elevators,3.3,6.111111111111111,0.52,3.34,-0.04,-0.0121,-1,0,0,22.829375,256.591875,1600.466875,0.071875,0,11.46,568.8665000000001,1299.3,0.3345,0,0,636.4175,1243.375625,0.166875,0,0,1133.788125,746.171875,0,25.025,369.5235,505.7475,840.818,138.845
2018,8,Denver,CO,Bushel,Truck-Rail,3.63,3.63,Terminal Elevators,3.63,6.722222222222222,0,3.53,0.1,0.0275,1,17.439999999999998,111.484,0,0,0,0,0,0,0,0,0,119.44800000000001,5.082,0,0,0,142.96,12.705,0,0,0,138.22,0,0,0,0
2018,8,East Central Colorado,CO,Bushel,Truck,3.03,3.39,Country Elevators,3.21,5.944444444444445,0.3600000000000003,3.035,0.175,0.0545,1,548.8108333333333,381.20666666666665,484.127,520.7783333333333,34.45933333333333,0,360.235,485.6016666666667,636.625,8.705,0,283.37966666666665,652.7683333333333,806.5806666666666,0,0,171.7525,873.12375,791.4454166666667,0,0,443.87458333333336,531.03875,368.18,0,0
2018,8,North Central Colorado,CO,Bushel,Truck-Rail,3.63,3.71,Country Elevators,3.67,6.796296296296296,0.08000000000000007,3.585,0.085,0.0232,1,1325.4424999999999,389.662,140.0776,0.2048,0,0,50.192,0,0,0,0,336.52,117.1536,0,0,0,441.95750000000004,294.2615,0,0,0,496.35650000000004,55.952,1.6720000000000002,0,0
2018,8,Northeast Colorado,CO,Bushel,Truck,3.16,3.49,Country Elevators,3.325,6.157407407407408,0.33000000000000007,3.225,0.1,0.0301,1,1547.6833333333334,0,0,0,0,0,0,0,0,0,0,181.738,15.621333333333332,0,0,0,586.6645833333333,56.40833333333333,0,0,0,0,0,0,0,0
2018,8,Southeast Colorado,CO,Bushel,Truck,3.03,3.6,Country Elevators,3.315,6.138888888888889,0.5700000000000003,3.3,0.015,0.0045,1,9.466875,25.025,369.5235,505.7475,840.818,138.845,0,22.829375,256.591875,1600.466875,0.071875,0,11.46,568.8665000000001,1299.3,0.3345,0,0,636.4175,1243.375625,0.166875,199.161875,732.228125,892.85375,46.25125,0
2018,9,Denver,CO,Bushel,Truck-Rail,3.73,3.73,Terminal Elevators,3.73,6.907407407407408,0,3.63,0.1,0.0268,1,8.26,138.22,0,0,0,0,111.484,0,0,0,0,0,0,0,0,0,119.44800000000001,5.082,0,0,0,147.39999999999998,0,0,0,0
2018,9,East Central Colorado,CO,Bushel,Truck,3.13,3.25,Country Elevators,3.19,5.907407407407407,0.1200000000000001,3.21,-0.02,-0.0063,-1,494.71166666666664,443.87458333333336,531.03875,368.18,0,0,381.20666666666665,484.127,520.7783333333333,34.45933333333333,0,360.235,485.6016666666667,636.625,8.705,0,283.37966666666665,652.7683333333333,806.5806666666666,0,0,582.2283333333334,446.7833333333333,368.1816666666667,0,0
2018,9,North Central Colorado,CO,Bushel,Truck-Rail,3.73,3.76,Country Elevators,3.745,6.935185185185186,0.029999999999999805,3.67,0.075,0.02,1,1000.303,496.35650000000004,55.952,1.6720000000000002,0,0,389.662,140.0776,0.2048,0,0,50.192,0,0,0,0,336.52,117.1536,0,0,0,786.248,87.6455,5.227,0,0
2018,9,Northeast Colorado,CO,Bushel,Truck,3.13,3.44,Country Elevators,3.285,6.083333333333334,0.31000000000000005,3.325,-0.04,-0.0122,-1,1448.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.738,15.621333333333332,0,0,0,98.97791666666667,0,0,0,0
2018,9,Southeast Colorado,CO,Bushel,Truck,3.03,3.59,Country Elevators,3.3099999999999996,6.129629629629629,0.56,3.315,-0.005,-0.0015,-1,457.745,199.161875,732.228125,892.85375,46.25125,0,25.025,369.5235,505.7475,840.818,138.845,0,22.829375,256.591875,1600.466875,0.071875,0,11.46,568.8665000000001,1299.3,0.3345,381.17875,351.91125,689.125,0,0
2018,10,Denver,CO,Bushel,Truck-Rail,3.83,3.83,Terminal Elevators,3.83,7.0925925925925934,0,3.73,0.1,0.0261,1,0,147.39999999999998,0,0,0,0,138.22,0,0,0,0,111.484,0,0,0,0,0,0,0,0,0,155.66,0,0,0,0
2018,10,East Central Colorado,CO,Bushel,Truck,3.29,3.36,Country Elevators,3.325,6.157407407407408,0.06999999999999984,3.19,0.135,0.0406,1,587.7916666666667,582.2283333333334,446.7833333333333,368.1816666666667,0,0,443.87458333333336,531.03875,368.18,0,0,381.20666666666665,484.127,520.7783333333333,34.45933333333333,0,360.235,485.6016666666667,636.625,8.705,0,523.831,452.80066666666664,327.48199999999997,0,0
2018,10,North Central Colorado,CO,Bushel,Truck-Rail,3.79,3.84,Country Elevators,3.815,7.064814814814814,0.04999999999999982,3.745,0.07,0.0183,1,596.372,786.248,87.6455,5.227,0,0,496.35650000000004,55.952,1.6720000000000002,0,0,389.662,140.0776,0.2048,0,0,50.192,0,0,0,0,1173.3960000000002,104.14880000000001,5.5076,0,0
2018,10,Northeast Colorado,CO,Bushel,Truck,3.28,3.53,Country Elevators,3.405,6.3055555555555545,0.25,3.285,0.12,0.0352,1,1180.6283333333333,98.97791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.05333333333334,0,0,0,0
2018,10,Southeast Colorado,CO,Bushel,Truck,3.14,3.7,Country Elevators,3.42,6.333333333333334,0.56,3.3099999999999996,0.11,0.0322,1,778.9215,381.17875,351.91125,689.125,0,0,199.161875,732.228125,892.85375,46.25125,0,25.025,369.5235,505.7475,840.818,138.845,0,22.829375,256.591875,1600.466875,0.071875,585.395,357.9185,157.724,0,0
2018,11,Denver,CO,Bushel,Truck-Rail,3.81,3.81,Terminal Elevators,3.81,7.055555555555555,0,3.83,-0.02,-0.0052,-1,0,155.66,0,0,0,0,147.39999999999998,0,0,0,0,138.22,0,0,0,0,111.484,0,0,0,0,155.66,0,0,0,0
2018,11,East Central Colorado,CO,Bushel,Truck,3.31,3.4,Country Elevators,3.355,6.212962962962963,0.08999999999999986,3.325,0.03,0.0089,1,628.1266666666667,523.831,452.80066666666664,327.48199999999997,0,0,582.2283333333334,446.7833333333333,368.1816666666667,0,0,443.87458333333336,531.03875,368.18,0,0,381.20666666666665,484.127,520.7783333333333,34.45933333333333,0,498.6333333333333,564.765,200.37833333333333,0,0
2018,11,North Central Colorado,CO,Bushel,Truck-Rail,3.81,3.85,Country Elevators,3.83,7.0925925925925934,0.040000000000000036,3.815,0.015,0.0039,1,643.483,1173.3960000000002,104.14880000000001,5.5076,0,0,786.248,87.6455,5.227,0,0,496.35650000000004,55.952,1.6720000000000002,0,0,389.662,140.0776,0.2048,0,0,1223.3515,12.59,0,0,0
2018,11,Northeast Colorado,CO,Bushel,Truck,3.28,3.5,Country Elevators,3.3899999999999997,6.277777777777777,0.2200000000000002,3.405,-0.015,-0.0044,-1,1180.6283333333333,367.05333333333334,0,0,0,0,98.97791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.05333333333334,0,0,0,0
2018,11,Southeast Colorado,CO,Bushel,Truck,3.1,3.71,Country Elevators,3.4050000000000002,6.305555555555556,0.6099999999999999,3.42,-0.015,-0.0044,-1,839.155,585.395,357.9185,157.724,0,0,381.17875,351.91125,689.125,0,0,199.161875,732.228125,892.85375,46.25125,0,25.025,369.5235,505.7475,840.818,138.845,930.2875,110.51500000000001,0,0,0
2018,12,Denver,CO,Bushel,Truck-Rail,3.92,3.92,Terminal Elevators,3.92,7.2592592592592595,0,3.81,0.11,0.0281,1,0,155.66,0,0,0,0,155.66,0,0,0,0,147.39999999999998,0,0,0,0,138.22,0,0,0,0,155.66,0,0,0,0
2018,12,East Central Colorado,CO,Bushel,Truck,3.4,3.51,Country Elevators,3.455,6.398148148148149,0.10999999999999988,3.355,0.1,0.0289,1,628.1266666666667,498.6333333333333,564.765,200.37833333333333,0,0,523.831,452.80066666666664,327.48199999999997,0,0,582.2283333333334,446.7833333333333,368.1816666666667,0,0,443.87458333333336,531.03875,368.18,0,0,498.6333333333333,564.65125,200.49166666666667,0,0
2018,12,North Central Colorado,CO,Bushel,Truck-Rail,3.9,3.92,Country Elevators,3.91,7.2407407407407405,0.020000000000000018,3.83,0.08,0.0205,1,690.594,1223.3515,12.59,0,0,0,1173.3960000000002,104.14880000000001,5.5076,0,0,786.248,87.6455,5.227,0,0,496.35650000000004,55.952,1.6720000000000002,0,0,1188.826,0.004,0,0,0
2018,12,Northeast Colorado,CO,Bushel,Truck,3.39,3.61,Country Elevators,3.5,6.481481481481481,0.21999999999999975,3.3899999999999997,0.11,0.0314,1,1180.6283333333333,367.05333333333334,0,0,0,0,367.05333333333334,0,0,0,0,98.97791666666667,0,0,0,0,0,0,0,0,0,367.05333333333334,0,0,0,0
2018,12,Southeast Colorado,CO,Bushel,Truck,3.16,3.78,Country Elevators,3.4699999999999998,6.425925925925926,0.6199999999999997,3.4050000000000002,0.065,0.0187,1,769.09125,930.2875,110.51500000000001,0,0,0,585.395,357.9185,157.724,0,0,381.17875,351.91125,689.125,0,0,199.161875,732.228125,892.85375,46.25125,0,1000.351875,110.51500000000001,0,0,0
2004,1,Denver,CO,Bushel,Truck-Rail,2.69,2.7,Terminal Elevators,2.6950000000000003,4.990740740740741,0.010000000000000231,3.92,-1.225,-0.4545,-1,0,155.66,0,0,0,0,155.66,0,0,0,0,155.66,0,0,0,0,124.52799999999999,31.131999999999998,0,0,0,155.66,0,0,0,0
2004,1,East Central Colorado,CO,Bushel,Truck,2.55,2.7,Country Elevators,2.625,4.861111111111112,0.15000000000000036,3.455,-0.83,-0.3162,-1,0,441.936,465.65233333333333,738.641,245.67566666666667,0,583.8716666666667,501.3425,652.5945833333334,154.0975,0,620.9345833333333,482.46916666666664,647.1975,141.30416666666665,0,557.1483333333333,914.8976666666666,419.859,0,0,372.07625,381.5525,410.94125,727.335,0
2004,1,North Central Colorado,CO,Bushel,Truck-Rail,2.69,2.8,Country Elevators,2.745,5.083333333333333,0.10999999999999988,3.91,-1.165,-0.4244,-1,0,1420.1324,430.742,28.5488,0,0,1547.0825,310.2925,22.05,0,0,1572.4575,291.3585,15.608,0,0,1320.6276,500.7152,58.0812,0,0,1508.968,317.666,52.7875,0,0
2004,1,Northeast Colorado,CO,Bushel,Truck,2.45,2.6,Country Elevators,2.5250000000000004,4.6759259259259265,0.1499999999999999,3.5,-0.975,-0.3861,-1,0,99.162,312.42333333333335,670.8816666666667,465.21500000000003,0,356.08,430.07625,383.1454166666667,378.3795833333333,0,361.9633333333333,543.6820833333334,602.8275,39.21,0,295.67566666666664,550.7090000000001,683.0146666666667,18.284,0,49.44583333333333,223.37666666666667,397.8645833333333,876.9966666666667,0
2004,1,Southeast Colorado,CO,Bushel,Truck,2.73,2.77,Country Elevators,2.75,5.092592592592593,0.040000000000000036,3.4699999999999998,-0.72,-0.2618,-1,0,0,140.7275,1627.839,111.39399999999999,0,0,294.9575,1571.6275,13.375,0,0,325.765625,1546.49,7.703749999999999,0,0,612.16,1267.8005,0,0,0,0,330.96375,1548.998125,0
2004,2,Denver,CO,Bushel,Truck-Rail,2.83,2.84,Terminal Elevators,2.835,5.25,0.009999999999999787,2.6950000000000003,0.14,0.0494,1,0,155.66,0,0,0,0,155.66,0,0,0,0,155.66,0,0,0,0,155.66,0,0,0,0,141.39,14.27,0,0,0
2004,2,East Central Colorado,CO,Bushel,Truck,2.71,2.83,Country Elevators,2.77,5.12962962962963,0.1200000000000001,2.625,0.145,0.0523,1,0,372.07625,381.5525,410.94125,727.335,0,441.936,465.65233333333333,738.641,245.67566666666667,0,583.8716666666667,501.3425,652.5945833333334,154.0975,0,620.9345833333333,482.46916666666664,647.1975,141.30416666666665,0,338.8666666666667,433.2275,382.49833333333333,737.3116666666667,0
2004,2,North Central Colorado,CO,Bushel,Truck-Rail,2.82,2.91,Country Elevators,2.865,5.305555555555555,0.0900000000000003,2.745,0.12,0.0419,1,0,1508.968,317.666,52.7875,0,0,1420.1324,430.742,28.5488,0,0,1547.0825,310.2925,22.05,0,0,1572.4575,291.3585,15.608,0,0,1037.888,716.733,124.8,0,0
