year,month,location,state,class,grade,units,bid_low,bid_high,bid_avg,spread,quality,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D0,D1,D2,D3,D4
2008,5,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,192.5,-2.5,-0.0132,-1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,large square,150,160,155,10,GRASS_PREMIUM,190,-35,-0.2258,-1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,155,35,0.1842,1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,ALFALFA,UTILITY,large square,80,90,85,10,ALFALFA_UTILITY,85,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,FAIR,large square,120,125,122.5,5,GRASS_FAIR,162.5,-40,-0.3265,-1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,122.5,40,0.2462,1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,large square,150,160,155,10,GRASS_PREMIUM,190,-35,-0.2258,-1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,155,35,0.1842,1,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,5,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,1751.241875,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,124.00725,28.444375,0,0,0,4.2653125,0,0,0,0
2008,6,Mountains and Northwest,CO,ALFALFA,UTILITY,large square,80,90,85,10,ALFALFA_UTILITY,85,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,large square,120,125,122.5,5,GRASS_FAIR,162.5,-40,-0.3265,-1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,122.5,40,0.2462,1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,GOOD,small square,152.5,170,161.25,17.5,GRASS_GOOD,165,-3.75,-0.0233,-1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,GOOD,small square,152.5,170,161.25,17.5,GRASS_GOOD,161.25,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,large square,150,160,155,10,GRASS_PREMIUM,190,-35,-0.2258,-1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,ALFALFA,UTILITY,large square,80,90,85,10,ALFALFA_UTILITY,85,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,large square,120,125,122.5,5,GRASS_FAIR,162.5,-40,-0.3265,-1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,122.5,40,0.2462,1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,161.25,3.75,0.0227,1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,large square,150,160,155,10,GRASS_PREMIUM,155,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,155,35,0.1842,1,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,6,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,1691.004375,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,140.74734375,10.76515625,0,0,0,64.5028125,0,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,large square,120,125,122.5,5,GRASS_FAIR,162.5,-40,-0.3265,-1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,large square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,large square,173,177,175,4,GRASS_PREMIUM,190,-15,-0.0857,-1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,small square,192,200,196,8,GRASS_PREMIUM,175,21,0.1071,1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,small square,192,200,196,8,GRASS_PREMIUM,196,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,122.5,40,0.2462,1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,FAIR,large square,120,125,122.5,5,GRASS_FAIR,162.5,-40,-0.3265,-1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,large square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,GOOD,small square,160,170,165,10,GRASS_GOOD,165,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,small square,192,200,196,8,GRASS_PREMIUM,196,0,0,0,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,large square,173,177,175,4,GRASS_PREMIUM,196,-21,-0.12,-1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,7,Mountains and Northwest,CO,GRASS,PREMIUM,small square,192,200,196,8,GRASS_PREMIUM,175,21,0.1071,1,1626.501875,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,27.1775,4.141875,0,0,0,122.41087499999999,6.59475,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,122.5,40,0.2462,1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,large square,150,165,157.5,15,GRASS_GOOD,165,-7.5,-0.0476,-1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,small square,175,175,175,0,GRASS_GOOD,157.5,17.5,0.1,1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,small square,175,175,175,0,GRASS_GOOD,175,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,large square,175,185,180,10,GRASS_PREMIUM,196,-16,-0.0889,-1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,180,10,0.0526,1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,small square,175,175,175,0,GRASS_GOOD,175,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,large square,150,165,157.5,15,GRASS_GOOD,175,-17.5,-0.1111,-1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,GOOD,small square,175,175,175,0,GRASS_GOOD,157.5,17.5,0.1,1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,large square,175,185,180,10,GRASS_PREMIUM,190,-10,-0.0556,-1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,180,10,0.0526,1,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,8,Mountains and Northwest,CO,GRASS,PREMIUM,small square,180,200,190,20,GRASS_PREMIUM,190,0,0,0,940.52453125,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,18.466874999999998,0.828375,0,0,0,750.50609375,64.47546875,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,large square,120,130,125,10,GRASS_FAIR,162.5,-37.5,-0.3,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,125,37.5,0.2308,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,large round,125,125,125,0,GRASS_GOOD,175,-50,-0.4,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,small square,171.25,178.75,175,7.5,GRASS_GOOD,125,50,0.2857,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,large square,145,158.75,151.875,13.75,GRASS_GOOD,175,-23.125,-0.1523,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,small square,171.25,178.75,175,7.5,GRASS_GOOD,151.875,23.125,0.1321,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,large round,140,150,145,10,GRASS_PREMIUM,190,-45,-0.3103,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,small square,170,200,185,30,GRASS_PREMIUM,145,40,0.2162,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,large square,165,175,170,10,GRASS_PREMIUM,185,-15,-0.0882,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,small square,170,200,185,30,GRASS_PREMIUM,170,15,0.0811,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,FAIR,large square,120,130,125,10,GRASS_FAIR,162.5,-37.5,-0.3,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,large round,125,125,125,0,GRASS_GOOD,175,-50,-0.4,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,small square,171.25,178.75,175,7.5,GRASS_GOOD,125,50,0.2857,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,small square,171.25,178.75,175,7.5,GRASS_GOOD,175,0,0,0,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,GOOD,large square,145,158.75,151.875,13.75,GRASS_GOOD,175,-23.125,-0.1523,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,small square,170,200,185,30,GRASS_PREMIUM,185,0,0,0,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,large round,140,150,145,10,GRASS_PREMIUM,185,-40,-0.2759,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,small square,170,200,185,30,GRASS_PREMIUM,145,40,0.2162,1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,9,Mountains and Northwest,CO,GRASS,PREMIUM,large square,165,175,170,10,GRASS_PREMIUM,185,-15,-0.0882,-1,1010.33275,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,4.2653125,0,0,0,0,731.054125,14.11975,0,0,0
2008,10,Mountains and Northwest,CO,GRASS,FAIR,large square,120,130,125,10,GRASS_FAIR,125,0,0,0,1008.9425,731.054125,14.11975,0,0,0,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,746.5640625,0,0,0,0
2008,10,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,125,37.5,0.2308,1,1008.9425,731.054125,14.11975,0,0,0,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,746.5640625,0,0,0,0
2008,10,Mountains and Northwest,CO,GRASS,FAIR,small square,150,175,162.5,25,GRASS_FAIR,162.5,0,0,0,1008.9425,731.054125,14.11975,0,0,0,750.50609375,64.47546875,0,0,0,122.41087499999999,6.59475,0,0,0,64.5028125,0,0,0,0,746.5640625,0,0,0,0
