month,location,class,variety,grade description,units,transmode,bid_low,bid_high,pricing point,delivery period
2015-02-01,"Mt. Vernon - Evansville, IN",YELLOW,,US NO 2,Bushel,Truck,3.94,3.96,Barge Loading Elevators,New Crop
2015-02-01,"Central Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.75,3.75,Mills and Processors,Cash
2015-02-01,"Central Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.63,3.84,Terminal Elevators,Cash
2015-02-01,"Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.67,4.42,FOB,Cash
2015-02-01,"Western Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.7,4.14,Country Elevators,Cash
2015-02-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.19,4.19,Mills and Processors,Cash
2015-02-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.04,4.21,Barge Loading Elevators,Cash
2015-02-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.11,4.22,Barge Loading Elevators,New Crop
2015-02-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.27,4.27,Mills and Processors,New Crop
2015-02-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.52,3.98,Mills and Processors,Cash
2015-02-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.75,3.97,Mills and Processors,New Crop
2015-02-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.84,4.03,Barge Loading Elevators,Cash
2015-02-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.9,4.06,Barge Loading Elevators,New Crop
2015-02-01,"Louisiana Gulf, LA",YELLOW,,US NO 2,Bushel,Barge,4.4,4.42,Export Elevators,30 Day Delivery
2015-02-01,"Central MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.06,4.21,Terminals-Mills-Processors-Exporters,New Crop
2015-02-01,"Central MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.77,3.97,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Lower Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.8,4.39,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Mid-Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.7,3.97,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Upper Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.05,4.15,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Upper Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.26,4.31,Terminals-Mills-Processors-Exporters,New Crop
2015-02-01,"Western MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.18,4.31,Terminals-Mills-Processors-Exporters,New Crop
2015-02-01,"Western MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.9,4.15,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,3.58,3.58,Terminal Elevators,20 Day Delivery
2015-02-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Rail,3.58,3.58,Mills and Processors,Cash
2015-02-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,3.67,3.67,Terminal Elevators,River Open
2015-02-01,"Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.49,3.73,FOB,Cash
2015-02-01,"Mississippi River & Southern Minn., MN",YELLOW,,US NO 2,Bushel,Barge,3.66,3.68,Barge Loading Elevators,River Open
2015-02-01,"Southern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.5,3.64,Country Elevators,Cash
2015-02-01,"Wisconsin - Eastern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.67,3.71,FOB,Cash
2015-02-01,"Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.51,3.57,Country Elevators,Cash
2015-02-01,"Kansas City, MO",WHITE,,US NO 2,Bushel,Rail,3.78,4.02,Terminal Elevators,Cash
2015-02-01,"Kansas City, MO",YELLOW,,US NO 2,Bushel,Truck,3.75,3.78,Terminal Elevators,Cash
2015-02-01,"Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.62,3.78,FOB,Cash
2015-02-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.4,3.5,Country Elevators,Cash
2015-02-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,3.7,3.74,Country Elevators,Cash
2015-02-01,"N.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.15,3.65,Country Elevators,Cash
2015-02-01,"North Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.31,3.34,Country Elevators,Cash
2015-02-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,3.92,4.04,Country Elevators,Cash
2015-02-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Rail,3.61,3.61,Country Elevators,Cash
2015-02-01,"S.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.48,3.54,Country Elevators,Cash
2015-02-01,"St. Joseph, MO",YELLOW,,US NO 2,Bushel,Truck,3.73,3.73,Terminal Elevators,Cash
2015-02-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Truck,3.98,3.99,Terminal Elevators,Cash
2015-02-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Barge,3.98,3.99,Terminal Elevators,Cash
2015-02-01,"West Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.45,3.6,Country Elevators,Cash
2015-02-01,"Nebraska, NE",YELLOW,,US NO 2,Bushel,Truck,3.56,3.87,FOB,Cash
2015-02-01,"Omaha-Council Bluffs Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,3.74,3.76,Country Elevators,Cash
2015-02-01,"Rural Nebraska Elevator Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,3.47,3.73,Country Elevators,Cash
2015-02-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Bushel,Truck,4.41,4.51,Country Elevators,Cash
2015-02-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Cwt,Truck,7.88,8.05,Country Elevators,Cash
2015-02-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,3.84,3.89,Barge Loading Elevators,Cash
2015-02-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,3.79,3.84,Barge Loading Elevators,New Crop
2015-02-01,"Toledo, OH",YELLOW,,US NO 2,Bushel,Truck,3.69,3.77,Terminals-Mills-Processors-Exporters,Cash
2015-02-01,"Hooker, OK",YELLOW,,US NO 2,Bushel,Truck,4.09,4.09,Country Elevators,Cash
2015-02-01,"Keyes, OK",YELLOW,,US NO 2,Bushel,Truck,3.98,3.98,Country Elevators,Cash
2015-02-01,"Manchester, OK",YELLOW,,US NO 2,Bushel,Truck,3.76,3.76,Country Elevators,Cash
2015-02-01,"Medford, OK",YELLOW,,US NO 2,Bushel,Truck,3.79,3.79,Country Elevators,Cash
2015-02-01,"Ponca City, OK",YELLOW,,US NO 2,Bushel,Truck,3.78,3.78,Country Elevators,Cash
2015-02-01,"Shattuck, OK",YELLOW,,US NO 2,Bushel,Truck,4.09,4.09,Country Elevators,Cash
2015-02-01,"Weatherford, OK",YELLOW,,US NO 2,Bushel,Truck,4.09,4.09,Country Elevators,Cash
2015-02-01,"Central PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.93,4.25,Mills and Processors,Cash
2015-02-01,"Eastern PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.86,4.29,Mills and Processors,New Crop
2015-02-01,"Eastern PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.88,4.22,Mills and Processors,Cash
2015-02-01,"Western PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.52,4.19,Mills and Processors,Cash
2015-02-01,"Cassatt, SC",YELLOW,,US NO 2,Bushel,Truck,4.44,4.44,Mills and Processors,Cash
2015-02-01,"Conway, SC",YELLOW,,US NO 2,Bushel,Truck,4.04,4.04,Country Elevators,Cash
2015-02-01,"Corn Processors, SC",YELLOW,,US NO 2,Bushel,Truck,4.25,4.58,Mills and Processors,Cash
2015-02-01,"Estill, SC",YELLOW,,US NO 2,Bushel,Truck,3.86,3.86,Country Elevators,New Crop
2015-02-01,"Estill, SC",YELLOW,,US NO 2,Bushel,Truck,3.7,3.7,Country Elevators,Cash
2015-02-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,4.45,4.45,Country Elevators,New Crop
2015-02-01,"Hamer, SC",YELLOW,,US NO 2,Bushel,Truck,4.23,4.23,Country Elevators,Cash
2015-02-01,"Kingstree, SC",YELLOW,,US NO 2,Bushel,Truck,3.74,3.74,Country Elevators,Cash
2015-02-01,"Lynchburg, SC",YELLOW,,US NO 2,Bushel,Truck,3.74,3.74,Country Elevators,Cash
2015-02-01,"Monetta, SC",YELLOW,,US NO 2,Bushel,Truck,4.66,4.66,Mills and Processors,New Crop
2015-02-01,"Monetta, SC",YELLOW,,US NO 2,Bushel,Truck,4.58,4.58,Mills and Processors,Cash
2015-02-01,"Orangeburg, SC",YELLOW,,US NO 2,Bushel,Truck,4.24,4.24,Mills and Processors,Cash
2015-02-01,"Sumter, SC",YELLOW,,US NO 2,Bushel,Truck,4.58,4.58,Mills and Processors,Cash
2015-02-01,"East River-So. Dakota, SD",YELLOW,,US NO 2,Bushel,Truck,3.28,3.68,FOB,Cash
2015-02-01,"East River-So. Dakota, SD",YELLOW,,US NO 2,Bushel,Truck,3.12,3.64,Country Elevators,Cash
2015-02-01,"Lower Middle Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,4.1,4.11,Country Elevators,Cash
2015-02-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,3.9,3.98,Terminal Elevators,New Crop
2015-02-01,"Memphis, TN",YELLOW,,US NO 2,Bushel,Truck-Rail-Barge,4.05,4.07,Terminal Elevators,Cash
2015-02-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,3.78,3.86,Country Elevators,Cash
2015-02-01,"North West Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,4,4.05,Barge Loading Elevators,Cash
2015-02-01,"Upper Middle Tennessee, TN",YELLOW,,US NO 2,Bushel,Truck,3.77,3.91,Country Elevators,Cash
2015-02-01,"Txphgrn-Elevator Offers & Bids, TX",YELLOW,,US NO 2,Cwt,Truck-Rail,8.28,8.39,Terminal Elevators,30 Day Delivery
2015-02-01,"Txphgrn-North Of Canadian, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,3.94,4.19,Country Elevators,Cash
2015-02-01,"Txphgrn-South Of Line, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,3.84,4.36,Country Elevators,Cash
2015-02-01,"Txphgrn-Triangle, TX",YELLOW,,US NO 2,Bushel,Truck-Rail,3.95,4.54,Country Elevators,Cash
2015-02-01,"Eastern Shore, VA",YELLOW,,US NO 2,Bushel,Truck,3.92,3.92,Country Elevators,New Crop
2015-02-01,"Eastern Shore, VA",YELLOW,,US NO 2,Bushel,Truck,3.66,3.66,Country Elevators,Cash
2015-02-01,"Harrisonburg, VA",YELLOW,,US NO 2,Bushel,Truck,4.18,4.6,Country Elevators,Cash
2015-02-01,"Hopewell, VA",YELLOW,,US NO 2,Bushel,Truck,4.44,4.44,Country Elevators,Cash
2015-02-01,"Hopewell, VA",YELLOW,,US NO 2,Bushel,Truck,4.5,4.5,Country Elevators,New Crop
2015-02-01,"Middle Peninsula, VA",YELLOW,,US NO 2,Bushel,Truck,4.07,4.07,Country Elevators,Cash
2015-02-01,"Middle Peninsula, VA",YELLOW,,US NO 2,Bushel,Truck,4,4,Country Elevators,New Crop
2015-02-01,"Norfolk Producer, VA",YELLOW,,US NO 2,Bushel,Truck,3.7,3.7,Country Elevators,Cash
2015-02-01,"Norfolk Producer, VA",YELLOW,,US NO 2,Bushel,Truck,4.15,4.15,Country Elevators,New Crop
2015-02-01,"Norfolk Terminal, VA",YELLOW,,US NO 2,Bushel,Truck,4.33,4.33,Terminal Elevators,Cash
2015-02-01,"Petersburg, VA",YELLOW,,US NO 2,Bushel,Truck,4.3,4.3,Country Elevators,New Crop
2015-02-01,"Petersburg, VA",YELLOW,,US NO 2,Bushel,Truck,4.14,4.14,Country Elevators,Cash
2015-02-01,"Wakefield, VA",YELLOW,,US NO 2,Bushel,Truck,4.22,4.67,Country Elevators,New Crop
2015-02-01,"Wakefield, VA",YELLOW,,US NO 2,Bushel,Truck,4.4,4.46,Country Elevators,Cash
2015-02-01,"Central Nebraska Panhandle, WY",YELLOW,,US NO 2,Bushel,Truck,3.48,3.52,Country Elevators,Cash
2015-02-01,"Northern Nebraska Panhandle, WY",YELLOW,,US NO 2,Bushel,Truck,3.18,3.43,Country Elevators,Cash
2015-02-01,"Southern Nebraska Panhandle, WY",YELLOW,,US NO 2,Bushel,Truck,3.39,3.58,Country Elevators,Cash
2015-02-01,"Wyoming, WY",YELLOW,,US NO 2,Bushel,Truck,3.49,3.54,Country Elevators,Cash
2015-03-01,"Blytheville, AR",YELLOW,,US NO 2,Bushel,Truck,4.02,4.02,Country Elevators,Cash
2015-03-01,"Little Rock, AR",YELLOW,,US NO 2,Bushel,Truck,3.76,3.76,Mills and Processors,Cash
2015-03-01,"Old Town/Elaine, AR",YELLOW,,US NO 2,Bushel,Truck,4.04,4.04,Country Elevators,Cash
2015-03-01,"Osceola, AR",YELLOW,,US NO 2,Bushel,Truck,3.98,3.98,Country Elevators,Cash
2015-03-01,"Pine Bluff, AR",YELLOW,,US NO 2,Bushel,Truck,3.97,3.97,Country Elevators,Cash
2015-03-01,"West Memphis, AR",YELLOW,,US NO 2,Bushel,Truck,4,4,Country Elevators,Cash
2015-03-01,"Los Angeles, CA",YELLOW,,US NO 2,Cwt,Rail,9.69,9.74,Mills and Processors,10 Day Delivery
2015-03-01,"Stockton - Modesto - Oakdale - Turlock, CA",YELLOW,,US NO 2,Cwt,Truck,9.46,9.46,Mills and Processors,10 Day Delivery
2015-03-01,"Denver, CO",YELLOW,,US NO 2,Bushel,Truck-Rail,21.35,21.37,Terminal Elevators,Cash
2015-03-01,"East Central Colorado, CO",YELLOW,,US NO 2,Bushel,Truck,3.51,3.77,Country Elevators,Cash
2015-03-01,"North Central Colorado, CO",YELLOW,,US NO 2,Bushel,Truck-Rail,3.89,4.08,Country Elevators,Cash
2015-03-01,"Northeast Colorado, CO",YELLOW,,US NO 2,Bushel,Truck,3.53,3.78,Country Elevators,Cash
2015-03-01,"Southeast Colorado, CO",YELLOW,,US NO 2,Bushel,Truck,3.6,4.06,Country Elevators,Cash
2015-03-01,"Southwest Nebraska / Southeast Wyoming, CO",YELLOW,,US NO 2,Bushel,Truck,3.47,3.59,Country Elevators,Cash
2015-03-01,"East Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.65,3.96,FOB,Cash
2015-03-01,"Mississippi River & Northern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.66,3.75,Barge Loading Elevators,River Open
2015-03-01,"Mississippi River & Northern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.67,3.72,Barge Loading Elevators,New Crop
2015-03-01,"Mississippi River & Northern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.66,3.71,Barge Loading Elevators,Cash
2015-03-01,"Mississippi River & Southern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.72,3.81,Barge Loading Elevators,New Crop
2015-03-01,"Mississippi River & Southern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.79,3.82,Barge Loading Elevators,River Open
2015-03-01,"Mississippi River & Southern Iowa, IA",YELLOW,,US NO 2,Bushel,Barge,3.73,3.78,Barge Loading Elevators,Cash
2015-03-01,"North Central Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.62,3.74,Country Elevators,Cash
2015-03-01,"North East Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.58,3.79,Country Elevators,Cash
2015-03-01,"North West Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.63,3.69,Country Elevators,Cash
2015-03-01,"South Central Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.57,3.73,Country Elevators,Cash
2015-03-01,"South East Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.48,3.82,Country Elevators,Cash
2015-03-01,"South West Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.44,3.71,Country Elevators,Cash
2015-03-01,"West Iowa, IA",YELLOW,,US NO 2,Bushel,Truck,3.66,3.83,FOB,Cash
2015-03-01,"Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,3.66,3.66,Country Elevators,Cash
2015-03-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.86,3.9,Mills and Processors,30 Day Delivery
2015-03-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.71,3.82,Terminal Elevators,15 Day Delivery
2015-03-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.7,3.83,Terminal Elevators,30 Day Delivery
2015-03-01,"Chicago, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.85,3.88,Mills and Processors,15 Day Delivery
2015-03-01,"Decatur-Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.82,3.91,Mills and Processors,Cash
2015-03-01,"ECB Ethanol Plant, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.59,4.1,FOB,Cash
2015-03-01,"Illinois River North of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck,3.76,3.79,Barge Loading Elevators,Cash
2015-03-01,"Illinois River North of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck,3.78,3.81,Barge Loading Elevators,New Crop
2015-03-01,"Illinois River South of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.8,3.85,Barge Loading Elevators,Cash
2015-03-01,"Illinois River South of Peoria, IL",YELLOW,,US NO 2,Bushel,Truck-Rail,3.83,3.88,Barge Loading Elevators,New Crop
2015-03-01,"L.Egypt, IL",YELLOW,,US NO 2,Bushel,Truck,3.76,3.84,Country Elevators,Cash
2015-03-01,"North Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,3.53,3.7,Country Elevators,Cash
2015-03-01,"Northern Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,3.58,3.8,Country Elevators,Cash
2015-03-01,"South Central Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,3.62,3.79,Country Elevators,Cash
2015-03-01,"W.S. West, IL",YELLOW,,US NO 2,Bushel,Truck,3.68,3.75,Country Elevators,Cash
2015-03-01,"Wabash, IL",YELLOW,,US NO 2,Bushel,Truck,3.65,3.83,Country Elevators,Cash
2015-03-01,"Western Illinois, IL",YELLOW,,US NO 2,Bushel,Truck,3.6,3.7,Country Elevators,Cash
2015-03-01,"Mt. Vernon - Evansville, IN",YELLOW,,US NO 2,Bushel,Truck,3.98,4,Barge Loading Elevators,Cash
2015-03-01,"Mt. Vernon - Evansville, IN",YELLOW,,US NO 2,Bushel,Truck,3.91,3.96,Barge Loading Elevators,New Crop
2015-03-01,"Central Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.58,3.84,Terminal Elevators,Cash
2015-03-01,"Central Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.82,3.82,Mills and Processors,Cash
2015-03-01,"Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.71,4.34,FOB,Cash
2015-03-01,"Western Kansas, KS",YELLOW,,US NO 2,Bushel,Truck-Rail,3.71,4.09,Country Elevators,Cash
2015-03-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,3.99,4.07,Barge Loading Elevators,Cash
2015-03-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.23,4.23,Mills and Processors,Cash
2015-03-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.51,4.51,Mills and Processors,New Crop
2015-03-01,"Kentucky, KY",WHITE,,US NO 2,Bushel,Truck,4.23,4.37,Barge Loading Elevators,New Crop
2015-03-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.88,4.04,Barge Loading Elevators,Cash
2015-03-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.77,3.94,Barge Loading Elevators,New Crop
2015-03-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.67,4,Mills and Processors,Cash
2015-03-01,"Kentucky, KY",YELLOW,,US NO 2,Bushel,Truck,3.63,3.99,Mills and Processors,New Crop
2015-03-01,"Louisiana Gulf, LA",YELLOW,,US NO 2,Bushel,Barge,4.42,4.44,Export Elevators,30 Day Delivery
2015-03-01,"Central MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.65,3.85,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Central MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.95,4.16,Terminals-Mills-Processors-Exporters,New Crop
2015-03-01,"Lower Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.92,4.16,Terminals-Mills-Processors-Exporters,New Crop
2015-03-01,"Lower Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.8,4.1,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Mid-Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.58,4,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Upper Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.93,4.03,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Upper Eastern Shore, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.15,4.2,Terminals-Mills-Processors-Exporters,New Crop
2015-03-01,"Western MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,4.1,4.21,Terminals-Mills-Processors-Exporters,New Crop
2015-03-01,"Western MD, MD",YELLOW,,US NO 2,Bushel,Truck-Rail,3.78,4.03,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,3.61,3.61,Terminal Elevators,20 Day Delivery
2015-03-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,3.64,3.64,Terminal Elevators,River Open
2015-03-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Truck,3.68,3.68,Terminal Elevators,New Crop
2015-03-01,"Minneapolis, MN",YELLOW,,US NO 2,Bushel,Rail,3.58,3.58,Mills and Processors,Cash
2015-03-01,"Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.48,3.81,FOB,Cash
2015-03-01,"Mississippi River & Southern Minn., MN",YELLOW,,US NO 2,Bushel,Barge,3.52,3.52,Barge Loading Elevators,New Crop
2015-03-01,"Mississippi River & Southern Minn., MN",YELLOW,,US NO 2,Bushel,Barge,3.61,3.64,Barge Loading Elevators,River Open
2015-03-01,"Mississippi River & Southern Minn., MN",YELLOW,,US NO 2,Bushel,Barge,3.58,3.59,Barge Loading Elevators,Cash
2015-03-01,"Southern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.53,3.68,Country Elevators,Cash
2015-03-01,"Wisconsin - Eastern Minnesota, MN",YELLOW,,US NO 2,Bushel,Truck,3.65,3.73,FOB,Cash
2015-03-01,"Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.53,3.59,Country Elevators,Cash
2015-03-01,"Kansas City, MO",WHITE,,US NO 2,Bushel,Rail,3.89,3.97,Terminal Elevators,Cash
2015-03-01,"Kansas City, MO",YELLOW,,US NO 2,Bushel,Truck,3.82,3.84,Terminal Elevators,Cash
2015-03-01,"Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.58,3.84,FOB,Cash
2015-03-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.43,3.53,Country Elevators,Cash
2015-03-01,"N.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,3.74,3.79,Country Elevators,Cash
2015-03-01,"N.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.34,3.67,Country Elevators,Cash
2015-03-01,"North Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.33,3.39,Country Elevators,Cash
2015-03-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Rail,3.61,3.61,Country Elevators,Cash
2015-03-01,"S.E. Missouri, MO",YELLOW,,US NO 2,Bushel,Barge,3.89,4.02,Country Elevators,Cash
2015-03-01,"S.W. Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.48,3.61,Country Elevators,Cash
2015-03-01,"St. Joseph, MO",YELLOW,,US NO 2,Bushel,Truck,3.77,3.77,Terminal Elevators,Cash
2015-03-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Barge,3.97,4,Terminal Elevators,Cash
2015-03-01,"St. Louis, MO",YELLOW,,US NO 2,Bushel,Truck,3.97,4,Terminal Elevators,Cash
2015-03-01,"West Central Missouri, MO",YELLOW,,US NO 2,Bushel,Truck,3.51,3.68,Country Elevators,Cash
2015-03-01,"Nebraska, NE",YELLOW,,US NO 2,Bushel,Truck,3.59,3.91,FOB,Cash
2015-03-01,"Omaha-Council Bluffs Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,3.8,3.83,Country Elevators,Cash
2015-03-01,"Rural Nebraska Elevator Grain Bids, NE",YELLOW,,US NO 2,Bushel,Truck,3.48,3.78,Country Elevators,Cash
2015-03-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Bushel,Truck,4.89,5.19,Country Elevators,Cash
2015-03-01,"Eastern New Mexico, NM",YELLOW,,US NO 2,Cwt,Truck,7.77,8.13,Country Elevators,Cash
2015-03-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,3.9,3.95,Barge Loading Elevators,Cash
2015-03-01,"Cincinnati, OH",YELLOW,,US NO 2,Bushel,Truck,3.8,3.83,Barge Loading Elevators,New Crop
2015-03-01,"Toledo, OH",YELLOW,,US NO 2,Bushel,Truck,3.74,3.81,Terminals-Mills-Processors-Exporters,Cash
2015-03-01,"Hooker, OK",YELLOW,,US NO 2,Bushel,Truck,4.08,4.08,Country Elevators,Cash
2015-03-01,"Keyes, OK",YELLOW,,US NO 2,Bushel,Truck,4.01,4.01,Country Elevators,Cash
2015-03-01,"Manchester, OK",YELLOW,,US NO 2,Bushel,Truck,3.73,3.73,Country Elevators,Cash
2015-03-01,"Medford, OK",YELLOW,,US NO 2,Bushel,Truck,3.81,3.81,Country Elevators,Cash
2015-03-01,"Ponca City, OK",YELLOW,,US NO 2,Bushel,Truck,3.8,3.8,Country Elevators,Cash
2015-03-01,"Shattuck, OK",YELLOW,,US NO 2,Bushel,Truck,4.1,4.1,Country Elevators,Cash
2015-03-01,"Weatherford, OK",YELLOW,,US NO 2,Bushel,Truck,4.11,4.11,Country Elevators,Cash
2015-03-01,"Portland, OR",YELLOW,,US NO 2,Ton,Rail,4.78,4.83,Mills and Processors,30 Day Delivery
2015-03-01,"Central PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.95,4.37,Mills and Processors,Cash
2015-03-01,"Eastern PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.96,4.31,Mills and Processors,Cash
2015-03-01,"Eastern PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.74,4.4,Mills and Processors,New Crop
2015-03-01,"Western PA, PA",YELLOW,,US NO 2,Bushel,Truck,3.56,4.2,Mills and Processors,Cash
