date,year,month,location,state,units,transmode,bid_low,bid_high,pricing point,bid_avg,price_cwt,spread,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,dry_area,drought_area_pct,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus,time_period,SPEI3_avg,SPEI3_min,SPEI3_max,SPEI3_avg_lag1,SPEI3_min_lag1,SPEI3_max_lag1,SPEI3_avg_lag2,SPEI3_min_lag2,SPEI3_max_lag2,SPEI3_avg_lag3,SPEI3_min_lag3,SPEI3_max_lag3,SPEI3_avg_lag4,SPEI3_min_lag4,SPEI3_max_lag4,SPEI4_avg,SPEI4_min,SPEI4_max,SPEI4_avg_lag1,SPEI4_min_lag1,SPEI4_max_lag1,SPEI4_avg_lag2,SPEI4_min_lag2,SPEI4_max_lag2,SPEI4_avg_lag3,SPEI4_min_lag3,SPEI4_max_lag3,SPEI4_avg_lag4,SPEI4_min_lag4,SPEI4_max_lag4,SPEI6_avg,SPEI6_min,SPEI6_max,SPEI6_avg_lag1,SPEI6_min_lag1,SPEI6_max_lag1,SPEI6_avg_lag2,SPEI6_min_lag2,SPEI6_max_lag2,SPEI6_avg_lag3,SPEI6_min_lag3,SPEI6_max_lag3,SPEI6_avg_lag4,SPEI6_min_lag4,SPEI6_max_lag4,SPEI12_avg,SPEI12_min,SPEI12_max,SPEI12_avg_lag1,SPEI12_min_lag1,SPEI12_max_lag1,SPEI12_avg_lag2,SPEI12_min_lag2,SPEI12_max_lag2,SPEI12_avg_lag3,SPEI12_min_lag3,SPEI12_max_lag3,SPEI12_avg_lag4,SPEI12_min_lag4,SPEI12_max_lag4,SPEI24_avg,SPEI24_min,SPEI24_max,SPEI24_avg_lag1,SPEI24_min_lag1,SPEI24_max_lag1,SPEI24_avg_lag2,SPEI24_min_lag2,SPEI24_max_lag2,SPEI24_avg_lag3,SPEI24_min_lag3,SPEI24_max_lag3,SPEI24_avg_lag4,SPEI24_min_lag4,SPEI24_max_lag4
2005-04-01,2005,4,Southeast Colorado,CO,Bushel,Truck,1.97,2.01,Country Elevators,1.9899999999999998,3.685185185185185,0.039999999999999813,2.075,-0.085,-0.0427,-1,7.5180925,1.213694,0,0,0,0,0,0.023238526351624506,0,1.0775075,0,0,0,0,0,0.90842,0,0,0,0,0,0.87641,0,0,0,0,0,0.0017475000000000001,0,0,0,0,0,1,0.64653325,0.295761,0.985943,0.66563425,-0.306835,1.469758,0.35589775,-0.277096,0.957628,1.23241475,0.549623,1.921173,0.4882665,-0.06709,1.196602,0.81153975,0.271714,1.550973,0.43597800000000003,-0.528924,1.290194,1.0927875,0.393935,1.960505,0.6803972500000001,-0.027038,1.252694,0.5820025,-0.300229,1.395847,1.0455325,0.53928,1.521728,0.6667649999999999,0.176092,1.237563,0.7511615,-0.288918,1.454205,1.2909605,0.9316,1.475825,1.30872275,0.635245,1.688821,1.32635325,1.235855,1.553078,1.68563525,1.520402,1.858881,1.55719775,1.298495,1.847342,1.611491,1.379681,1.806071,1.487568,1.189995,1.705143,0.75057125,0.166123,1.402711,0.6675497499999999,0.225774,1.483476,0.67270975,0.166089,1.644969,0.74723675,0.238134,1.63143,0.62346725,0.128397,1.563701
2005-05-01,2005,5,Denver,CO,Bushel,Truck-Rail,1.98,2.13,Terminal Elevators,2.0549999999999997,3.805555555555555,0.1499999999999999,2.0700000000000003,-0.015,-0.0073,-1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-01,2005,5,East Central Colorado,CO,Bushel,Truck,1.89,2,Country Elevators,1.9449999999999998,3.601851851851851,0.1100000000000001,1.95,-0.005,-0.0026,-1,4.317494,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,61.96516209851974,0.8239666720404388,7.987364,2.5783,0.29662,0,0,0.29662,4.910012500000001,2.60922,0.29662,0,0,0.29662,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,2,-0.688194,-0.729806,-0.646582,-0.2145385,-0.637683,0.208606,-0.9664470000000001,-1.149866,-0.783028,-1.0359120000000002,-1.203067,-0.868757,0.61705,0.092073,1.142027,-0.85382,-0.861407,-0.846233,-0.2725395,-0.627718,0.082639,-1.1681920000000001,-1.382335,-0.954049,0.19428049999999997,-0.368974,0.757535,0.13585200000000003,-0.536592,0.808296,-0.9683685,-0.987996,-0.948741,0.12311649999999999,0.043865,0.202368,-0.359695,-0.864128,0.144738,0.34701600000000005,-0.75422,1.448252,0.3967725,-0.600352,1.393897,0.5068320000000001,-0.494972,1.508636,0.44061,-0.514188,1.395408,0.516745,-0.590555,1.624045,0.3239095,-0.973715,1.621534,0.392697,-0.87265,1.658044,-0.8192769999999999,-1.791645,0.153091,-0.6982950000000001,-1.708711,0.312121,-0.8204695000000001,-1.908878,0.267939,-0.5896170000000001,-1.713038,0.533804,-0.5513474999999999,-1.666073,0.563378
2005-05-01,2005,5,North Central Colorado,CO,Bushel,Truck-Rail,1.98,2.3,Country Elevators,2.1399999999999997,3.962962962962963,0.31999999999999984,2.1399999999999997,0,0,0,9.348614000000001,0.5981125,2.5e-6,0,0,0,0,0.5161581420690594,0,2.416022,0.010204000000000001,0,0,0,0,1.9193499999999997,0.0084375,0,0,0,0,1.8452225,0.00202,0,0,0,0,0.048504,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-05-01,2005,5,Northeast Colorado,CO,Bushel,Truck,1.86,2,Country Elevators,1.9300000000000002,3.574074074074075,0.1399999999999999,1.9,0.03,0.0155,1,1.354792,4.00065,3.79038,0.2721975,0,0,0.2721975,85.4104521812171,2.6072086236417875,2.768082,6.234856,0.27012,0,0,0.27012,2.826845,6.15849,0.27012,0,0,0.27012,3.006155,5.958825,0.287825,0,0,0.287825,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,2,-0.45785025,-1.119903,0.124802,-0.23810725,-0.499764,0.03755,-0.738058,-1.101354,-0.410672,-0.7178154999999999,-1.072695,-0.267056,0.50919075,0.289164,0.748359,-0.58163125,-1.212552,0.010392,-0.20887699999999998,-0.472724,0.074297,-0.9464589999999999,-1.233437,-0.8441,0.09556075,-0.046548,0.323197,0.3224505,0.191225,0.541179,-0.640014,-1.207787,-0.146309,-0.016140750000000006,-0.272118,0.120105,-0.30050525,-0.474577,0.006644,0.13619425000000002,-0.171613,0.678235,0.637285,0.130303,1.446792,0.05600249999999997,-0.790089,1.100153,-0.055725250000000004,-0.665369,0.783118,-0.2775225,-0.899929,0.644821,-0.460507,-1.250072,0.380231,-0.31916449999999996,-1.132089,0.504491,-1.11994275,-1.954027,-0.327158,-0.986064,-1.799597,-0.434646,-0.99018625,-1.796211,-0.474772,-0.5915374999999999,-1.582009,0.305387,-0.50226525,-1.432476,0.425795
2005-05-01,2005,5,Southeast Colorado,CO,Bushel,Truck,1.93,1.99,Country Elevators,1.96,3.6296296296296298,0.06000000000000005,1.9899999999999998,-0.03,-0.0153,-1,3.8218059999999996,0.0017475000000000001,0,0,0,0,0,49.17716334390094,0,1.213694,0,0,0,0,0,1.0775075,0,0,0,0,0,0.90842,0,0,0,0,0,3.6980440000000003,0,0,0,0,0,2,0.24756450000000002,-0.182792,0.903046,0.64653325,0.295761,0.985943,0.66563425,-0.306835,1.469758,0.35589775,-0.277096,0.957628,1.23241475,0.549623,1.921173,0.23504850000000002,-0.229726,0.73736,0.81153975,0.271714,1.550973,0.43597800000000003,-0.528924,1.290194,1.0927875,0.393935,1.960505,0.6803972500000001,-0.027038,1.252694,0.31184075,-0.314274,1.192931,1.0455325,0.53928,1.521728,0.6667649999999999,0.176092,1.237563,0.7511615,-0.288918,1.454205,1.2909605,0.9316,1.475825,1.42823225,1.087227,1.821045,1.32635325,1.235855,1.553078,1.68563525,1.520402,1.858881,1.55719775,1.298495,1.847342,1.611491,1.379681,1.806071,0.79964675,0.101726,1.417659,0.75057125,0.166123,1.402711,0.6675497499999999,0.225774,1.483476,0.67270975,0.166089,1.644969,0.74723675,0.238134,1.63143
2005-06-01,2005,6,Denver,CO,Bushel,Truck-Rail,2.12,2.22,Terminal Elevators,2.17,4.018518518518518,0.10000000000000009,2.0549999999999997,0.115,0.053,1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06-01,2005,6,East Central Colorado,CO,Bushel,Truck,2.04,2.13,Country Elevators,2.085,3.861111111111111,0.08999999999999986,1.9449999999999998,0.14,0.0671,1,7.532325,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,33.64428534554677,0,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.987364,2.5783,0.29662,0,0,0.29662,4.910012500000001,2.60922,0.29662,0,0,0.29662,2.9411175,0.87799,0,0,0,0,2,0.1128945,-0.231886,0.457675,-0.688194,-0.729806,-0.646582,-0.2145385,-0.637683,0.208606,-0.9664470000000001,-1.149866,-0.783028,-1.0359120000000002,-1.203067,-0.868757,-0.0745295,-0.301089,0.15203,-0.85382,-0.861407,-0.846233,-0.2725395,-0.627718,0.082639,-1.1681920000000001,-1.382335,-0.954049,0.19428049999999997,-0.368974,0.757535,-0.2405165,-0.499613,0.01858,-0.9683685,-0.987996,-0.948741,0.12311649999999999,0.043865,0.202368,-0.359695,-0.864128,0.144738,0.34701600000000005,-0.75422,1.448252,0.48226,-0.388606,1.353126,0.5068320000000001,-0.494972,1.508636,0.44061,-0.514188,1.395408,0.516745,-0.590555,1.624045,0.3239095,-0.973715,1.621534,-1.045294,-2.041965,-0.048623,-0.8192769999999999,-1.791645,0.153091,-0.6982950000000001,-1.708711,0.312121,-0.8204695000000001,-1.908878,0.267939,-0.5896170000000001,-1.713038,0.533804
2005-06-01,2005,6,North Central Colorado,CO,Bushel,Truck-Rail,2.12,2.36,Country Elevators,2.24,4.148148148148149,0.23999999999999977,2.1399999999999997,0.1,0.0446,1,9.37012,0.048504,0,0,0,0,0,0.2872954692501532,0,0.5981125,2.5e-6,0,0,0,0,2.416022,0.010204000000000001,0,0,0,0,1.9193499999999997,0.0084375,0,0,0,0,0.026997499999999997,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06-01,2005,6,Northeast Colorado,CO,Bushel,Truck,1.95,2.1,Country Elevators,2.025,3.75,0.15000000000000013,1.9300000000000002,0.095,0.0469,1,1.5222425,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,83.60719247046663,0,4.00065,3.79038,0.2721975,0,0,0.2721975,2.768082,6.234856,0.27012,0,0,0.27012,2.826845,6.15849,0.27012,0,0,0.27012,4.9200475,2.8438000000000003,0,0,0,0,2,0.37211375,-0.013494,0.811679,-0.45785025,-1.119903,0.124802,-0.23810725,-0.499764,0.03755,-0.738058,-1.101354,-0.410672,-0.7178154999999999,-1.072695,-0.267056,0.13418775,-0.255684,0.601024,-0.58163125,-1.212552,0.010392,-0.20887699999999998,-0.472724,0.074297,-0.9464589999999999,-1.233437,-0.8441,0.09556075,-0.046548,0.323197,0.022985000000000005,-0.419445,0.510676,-0.640014,-1.207787,-0.146309,-0.016140750000000006,-0.272118,0.120105,-0.30050525,-0.474577,0.006644,0.13619425000000002,-0.171613,0.678235,0.301235,-0.144884,1.226611,0.05600249999999997,-0.790089,1.100153,-0.055725250000000004,-0.665369,0.783118,-0.2775225,-0.899929,0.644821,-0.460507,-1.250072,0.380231,-0.99832175,-1.472524,-0.051225,-1.11994275,-1.954027,-0.327158,-0.986064,-1.799597,-0.434646,-0.99018625,-1.796211,-0.474772,-0.5915374999999999,-1.582009,0.305387
2005-06-01,2005,6,Southeast Colorado,CO,Bushel,Truck,2.04,2.18,Country Elevators,2.1100000000000003,3.907407407407408,0.14000000000000012,1.96,0.15,0.0711,1,5.765577499999999,3.6980440000000003,0,0,0,0,0,23.32848837209303,0,0.0017475000000000001,0,0,0,0,0,1.213694,0,0,0,0,0,1.0775075,0,0,0,0,0,1.7542650000000002,0,0,0,0,0,2,0.1503525,-0.457831,0.857994,0.24756450000000002,-0.182792,0.903046,0.64653325,0.295761,0.985943,0.66563425,-0.306835,1.469758,0.35589775,-0.277096,0.957628,0.21935749999999998,-0.257916,0.688349,0.23504850000000002,-0.229726,0.73736,0.81153975,0.271714,1.550973,0.43597800000000003,-0.528924,1.290194,1.0927875,0.393935,1.960505,0.35874875,-0.247316,0.90112,0.31184075,-0.314274,1.192931,1.0455325,0.53928,1.521728,0.6667649999999999,0.176092,1.237563,0.7511615,-0.288918,1.454205,1.17719025,0.956335,1.512409,1.42823225,1.087227,1.821045,1.32635325,1.235855,1.553078,1.68563525,1.520402,1.858881,1.55719775,1.298495,1.847342,0.403228,-0.174937,0.810963,0.79964675,0.101726,1.417659,0.75057125,0.166123,1.402711,0.6675497499999999,0.225774,1.483476,0.67270975,0.166089,1.644969
2005-07-01,2005,7,Denver,CO,Bushel,Truck-Rail,2.23,2.35,Terminal Elevators,2.29,4.2407407407407405,0.1200000000000001,2.17,0.12,0.0524,1,0.116745,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038915,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-07-01,2005,7,East Central Colorado,CO,Bushel,Truck,2.15,2.23,Country Elevators,2.19,4.055555555555555,0.08000000000000007,2.085,0.105,0.0479,1,6.7652125000000005,2.9411175,0.87799,0,0,0,0,40.4021123329836,0,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.987364,2.5783,0.29662,0,0,0.29662,4.5862175,0,0,0,0,0,2,-0.60154,-1.517234,0.314154,0.1128945,-0.231886,0.457675,-0.688194,-0.729806,-0.646582,-0.2145385,-0.637683,0.208606,-0.9664470000000001,-1.149866,-0.783028,-0.39023650000000004,-1.08027,0.299797,-0.0745295,-0.301089,0.15203,-0.85382,-0.861407,-0.846233,-0.2725395,-0.627718,0.082639,-1.1681920000000001,-1.382335,-0.954049,-0.6462935,-1.252696,-0.039891,-0.2405165,-0.499613,0.01858,-0.9683685,-0.987996,-0.948741,0.12311649999999999,0.043865,0.202368,-0.359695,-0.864128,0.144738,-0.21287000000000006,-1.232536,0.806796,0.48226,-0.388606,1.353126,0.5068320000000001,-0.494972,1.508636,0.44061,-0.514188,1.395408,0.516745,-0.590555,1.624045,-0.753969,-1.866381,0.358443,-1.045294,-2.041965,-0.048623,-0.8192769999999999,-1.791645,0.153091,-0.6982950000000001,-1.708711,0.312121,-0.8204695000000001,-1.908878,0.267939
2005-07-01,2005,7,North Central Colorado,CO,Bushel,Truck-Rail,2.22,2.49,Country Elevators,2.3550000000000004,4.3611111111111125,0.27,2.24,0.115,0.0488,1,7.4659875,0.026997499999999997,0,0,0,0,0,20.550205807736837,0,0.048504,0,0,0,0,0,0.5981125,2.5e-6,0,0,0,0,2.416022,0.010204000000000001,0,0,0,0,1.9311275,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-07-01,2005,7,Northeast Colorado,CO,Bushel,Truck,2.08,2.21,Country Elevators,2.145,3.9722222222222223,0.1299999999999999,2.025,0.12,0.0559,1,1.2326475000000001,4.9200475,2.8438000000000003,0,0,0,0,86.72585907969977,0,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,4.00065,3.79038,0.2721975,0,0,0.2721975,2.768082,6.234856,0.27012,0,0,0.27012,7.50569,0.54776,0,0,0,0,2,-0.195243,-0.80822,0.157304,0.37211375,-0.013494,0.811679,-0.45785025,-1.119903,0.124802,-0.23810725,-0.499764,0.03755,-0.738058,-1.101354,-0.410672,-0.04855775000000001,-0.524313,0.250274,0.13418775,-0.255684,0.601024,-0.58163125,-1.212552,0.010392,-0.20887699999999998,-0.472724,0.074297,-0.9464589999999999,-1.233437,-0.8441,-0.3284325,-0.822005,-0.029109,0.022985000000000005,-0.419445,0.510676,-0.640014,-1.207787,-0.146309,-0.016140750000000006,-0.272118,0.120105,-0.30050525,-0.474577,0.006644,0.04826675000000001,-0.601799,0.794017,0.301235,-0.144884,1.226611,0.05600249999999997,-0.790089,1.100153,-0.055725250000000004,-0.665369,0.783118,-0.2775225,-0.899929,0.644821,-0.86170825,-1.383629,-0.021349,-0.99832175,-1.472524,-0.051225,-1.11994275,-1.954027,-0.327158,-0.986064,-1.799597,-0.434646,-0.99018625,-1.796211,-0.474772
2005-07-01,2005,7,Southeast Colorado,CO,Bushel,Truck,2.23,2.3,Country Elevators,2.2649999999999997,4.194444444444444,0.06999999999999984,2.1100000000000003,0.155,0.0684,1,5.7317725,1.7542650000000002,0,0,0,0,0,23.77803251133003,0,3.6980440000000003,0,0,0,0,0,0.0017475000000000001,0,0,0,0,0,1.213694,0,0,0,0,0,1.7880699999999998,0,0,0,0,0,2,-0.71669775,-1.261148,0.170771,0.1503525,-0.457831,0.857994,0.24756450000000002,-0.182792,0.903046,0.64653325,0.295761,0.985943,0.66563425,-0.306835,1.469758,-0.42003875,-0.948969,0.355854,0.21935749999999998,-0.257916,0.688349,0.23504850000000002,-0.229726,0.73736,0.81153975,0.271714,1.550973,0.43597800000000003,-0.528924,1.290194,-0.340137,-0.790298,0.196129,0.35874875,-0.247316,0.90112,0.31184075,-0.314274,1.192931,1.0455325,0.53928,1.521728,0.6667649999999999,0.176092,1.237563,0.52647675,0.224608,1.022007,1.17719025,0.956335,1.512409,1.42823225,1.087227,1.821045,1.32635325,1.235855,1.553078,1.68563525,1.520402,1.858881,0.5074795,0.032716,0.813722,0.403228,-0.174937,0.810963,0.79964675,0.101726,1.417659,0.75057125,0.166123,1.402711,0.6675497499999999,0.225774,1.483476
2005-08-01,2005,8,Denver,CO,Bushel,Truck-Rail,1.98,2.17,Terminal Elevators,2.075,3.8425925925925926,0.18999999999999995,2.29,-0.215,-0.1036,-1,0.11442000000000001,0.038915,0,0,0,0,0,26.49363998458178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04124,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-01,2005,8,East Central Colorado,CO,Bushel,Truck,1.93,2.05,Country Elevators,1.9899999999999998,3.685185185185185,0.11999999999999988,2.19,-0.2,-0.1005,-1,3.612028,4.5862175,0,0,0,0,0,68.18002665743434,0,2.9411175,0.87799,0,0,0,0,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.739408,0,0,0,0,0,2,0.2918735,-0.575556,1.159303,-0.60154,-1.517234,0.314154,0.1128945,-0.231886,0.457675,-0.688194,-0.729806,-0.646582,-0.2145385,-0.637683,0.208606,-0.221854,-1.27698,0.833272,-0.39023650000000004,-1.08027,0.299797,-0.0745295,-0.301089,0.15203,-0.85382,-0.861407,-0.846233,-0.2725395,-0.627718,0.082639,-0.20292500000000002,-0.975944,0.570094,-0.6462935,-1.252696,-0.039891,-0.2405165,-0.499613,0.01858,-0.9683685,-0.987996,-0.948741,0.12311649999999999,0.043865,0.202368,0.02680349999999998,-1.162364,1.215971,-0.21287000000000006,-1.232536,0.806796,0.48226,-0.388606,1.353126,0.5068320000000001,-0.494972,1.508636,0.44061,-0.514188,1.395408,-0.27381600000000006,-1.600073,1.052441,-0.753969,-1.866381,0.358443,-1.045294,-2.041965,-0.048623,-0.8192769999999999,-1.791645,0.153091,-0.6982950000000001,-1.708711,0.312121
2005-08-01,2005,8,North Central Colorado,CO,Bushel,Truck-Rail,1.98,2.31,Country Elevators,2.145,3.9722222222222223,0.33000000000000007,2.3550000000000004,-0.21,-0.0979,-1,5.376652,1.9311275,0,0,0,0,0,42.78393805761765,0,0.026997499999999997,0,0,0,0,0,0.048504,0,0,0,0,0,0.5981125,2.5e-6,0,0,0,0,4.020458,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-08-01,2005,8,Northeast Colorado,CO,Bushel,Truck,1.83,1.98,Country Elevators,1.905,3.5277777777777777,0.1499999999999999,2.145,-0.24,-0.126,-1,0.53525,7.50569,0.54776,0,0,0,0,94.235987120535,0,4.9200475,2.8438000000000003,0,0,0,0,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,4.00065,3.79038,0.2721975,0,0,0.2721975,7.893458,0.85739,0,0,0,0,2,0.1977995,-0.489318,0.936344,-0.195243,-0.80822,0.157304,0.37211375,-0.013494,0.811679,-0.45785025,-1.119903,0.124802,-0.23810725,-0.499764,0.03755,-0.2359545,-0.905392,0.604066,-0.04855775000000001,-0.524313,0.250274,0.13418775,-0.255684,0.601024,-0.58163125,-1.212552,0.010392,-0.20887699999999998,-0.472724,0.074297,-0.2519725,-0.808921,0.468028,-0.3284325,-0.822005,-0.029109,0.022985000000000005,-0.419445,0.510676,-0.640014,-1.207787,-0.146309,-0.016140750000000006,-0.272118,0.120105,-0.21844225,-0.834854,0.46423,0.04826675000000001,-0.601799,0.794017,0.301235,-0.144884,1.226611,0.05600249999999997,-0.790089,1.100153,-0.055725250000000004,-0.665369,0.783118,-0.9046145,-1.587761,-0.355441,-0.86170825,-1.383629,-0.021349,-0.99832175,-1.472524,-0.051225,-1.11994275,-1.954027,-0.327158,-0.986064,-1.799597,-0.434646
2005-08-01,2005,8,Southeast Colorado,CO,Bushel,Truck,2.03,2.05,Country Elevators,2.04,3.7777777777777777,0.020000000000000018,2.2649999999999997,-0.225,-0.1103,-1,3.0537,1.7880699999999998,0,0,0,0,0,59.39139662546012,0,1.7542650000000002,0,0,0,0,0,3.6980440000000003,0,0,0,0,0,0.0017475000000000001,0,0,0,0,0,4.466138,0,0,0,0,0,2,-0.422594,-1.142952,0.390339,-0.71669775,-1.261148,0.170771,0.1503525,-0.457831,0.857994,0.24756450000000002,-0.182792,0.903046,0.64653325,0.295761,0.985943,-0.547293,-1.006289,0.060214,-0.42003875,-0.948969,0.355854,0.21935749999999998,-0.257916,0.688349,0.23504850000000002,-0.229726,0.73736,0.81153975,0.271714,1.550973,-0.2816765,-0.784055,0.173365,-0.340137,-0.790298,0.196129,0.35874875,-0.247316,0.90112,0.31184075,-0.314274,1.192931,1.0455325,0.53928,1.521728,0.111461,-0.708649,0.708637,0.52647675,0.224608,1.022007,1.17719025,0.956335,1.512409,1.42823225,1.087227,1.821045,1.32635325,1.235855,1.553078,0.73835175,0.414782,1.00668,0.5074795,0.032716,0.813722,0.403228,-0.174937,0.810963,0.79964675,0.101726,1.417659,0.75057125,0.166123,1.402711
2005-09-01,2005,9,Denver,CO,Bushel,Truck-Rail,2.02,2.09,Terminal Elevators,2.0549999999999997,3.805555555555555,0.06999999999999984,2.075,-0.02,-0.0097,-1,0.15566,0.04124,0,0,0,0,0,0,0,0.038915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
