date,year,month,location,state,units,transmode,bid_low,bid_high,pricing point,bid_avg,price_cwt,spread,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,dry_area,drought_area_pct,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus,time_period
NA,2004,11,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.644334,13.65167,24.524945,10.5291875,5.47772,0,16.0069075,97.04311417861307,23.72291854804109,13.1567,25.6590725,10.3857,5.4235500000000005,0,15.80925,12.152974,25.312722,12.681796,4.906936,0,17.588732,17.155745,22.344525,14.655445,1.4552275,0,16.1106725,16.176264,24.597786,8.993804,4.198734,0,13.192538,1
2004-11-01,2004,11,North Central Colorado,CO,Bushel,Truck-Rail,2,2.23,Country Elevators,2.115,3.916666666666667,0.22999999999999998,2.215,-0.1,-0.0473,-1,7.321306,1.8105250000000002,0.99663,0,0,0,0,22.0897253626643,0,2.8884425,2.2166925,0,0,0,0,1.8386300000000002,6.537604,0.037274,0,0,0.037274,0.36691,4.58248,4.447735,0,0,4.447735,1.594798,0.481,0,0,0,0,1
2004-11-01,2004,11,Northeast Colorado,CO,Bushel,Truck,1.79,2.05,Country Elevators,1.92,3.5555555555555554,0.2599999999999998,2.09,-0.17,-0.0885,-1,0.00678,0.34062499999999996,8.68651,0.25896500000000006,0,0,0.25896500000000006,99.92696611063849,2.440787844197241,0,8.97217,0.31393,0,0,0.31393,0,6.892598,2.3935,0,0,2.3935,0,0.429475,8.856625,0,0,8.856625,1.1209399999999998,7.931724000000001,0.226654,0,0,0.226654,1
NA,2004,11,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7671919999999997,5.8223925,1.234735,0,0,0,0,65.19786892621336,0,5.8637749999999995,1.4203825,0,0,0,0,4.9400699999999995,3.9690819999999998,0.15860999999999997,0,0,0.15860999999999997,1.2413625000000001,7.12651,2.45671,0,0,2.45671,5.835318,1.2220840000000002,0,0,0,0,1
2004-11-01,2004,11,Southeast Colorado,CO,Bushel,Truck,1.99,2.09,Country Elevators,2.04,3.7777777777777777,0.09999999999999987,2.0949999999999998,-0.055,-0.027,-1,6.642302,0.7348,0,0,0,0,0,11.669556799080832,0,2.52508,0,0,0,0,0,3.2152119999999997,0.86136,0,0,0,0,1.3607725,3.0464900000000004,2.9984775,0,0,2.9984775,0.877532,0,0,0,0,0,1
2004-12-01,2004,12,Denver,CO,Bushel,Truck-Rail,1.95,2,Terminal Elevators,1.975,3.657407407407408,0.050000000000000044,2.05,-0.075,-0.038,-1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525e-4,0,0,0,0,0,0.083356,0.019129999999999998,0,0,0,0,0,0,0,0,0,0,1
2004-12-01,2004,12,East Central Colorado,CO,Bushel,Truck,1.87,2.03,Country Elevators,1.95,3.6111111111111107,0.1599999999999997,1.995,-0.045,-0.0231,-1,4.4657599999999995,3.539958,3.310122,0.20710199999999998,0,0,0.20710199999999998,60.65905352893864,2.281100266662438,3.542055,3.2559249999999995,0.28781,0,0,0.28781,3.4915125000000002,3.2786199999999996,0.3913775,0,0,0.3913775,5.1697180000000005,3.487354,1.1824599999999998,0,0,1.1824599999999998,3.48901,3.1377225,0.2589375,0,0,0.2589375,1
NA,2004,12,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55414,16.176264,24.597786,8.993804,4.198734,0,13.192538,95.40711324066811,14.64173685968984,13.65167,24.524945,10.5291875,5.47772,0,16.0069075,13.1567,25.6590725,10.3857,5.4235500000000005,0,15.80925,12.152974,25.312722,12.681796,4.906936,0,17.588732,22.9908325,21.9235525,8.142407500000001,0,0,8.142407500000001,1
2004-12-01,2004,12,North Central Colorado,CO,Bushel,Truck-Rail,1.95,2.16,Country Elevators,2.055,3.805555555555556,0.2100000000000002,2.115,-0.06,-0.0292,-1,7.55265,1.594798,0.481,0,0,0,0,19.628034972417083,0,1.8105250000000002,0.99663,0,0,0,0,2.8884425,2.2166925,0,0,0,0,1.8386300000000002,6.537604,0.037274,0,0,0.037274,1.8383950000000002,0.0060750000000000005,0,0,0,0,1
2004-12-01,2004,12,Northeast Colorado,CO,Bushel,Truck,1.75,1.94,Country Elevators,1.845,3.4166666666666665,0.18999999999999995,1.92,-0.075,-0.0407,-1,0.0339,1.1209399999999998,7.931724000000001,0.226654,0,0,0.226654,99.63488439710967,3.607784753556391,0.34062499999999996,8.68651,0.25896500000000006,0,0,0.25896500000000006,0,8.97217,0.31393,0,0,0.31393,0,6.892598,2.3935,0,0,2.3935,2.94887,5.9683025,0.3350225,0,0,0.3350225,1
NA,2004,12,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5602,5.835318,1.2220840000000002,0,0,0,0,67.10988591715713,0,5.8223925,1.234735,0,0,0,0,5.8637749999999995,1.4203825,0,0,0,0,4.9400699999999995,3.9690819999999998,0.15860999999999997,0,0,0.15860999999999997,6.0221525,1.2422175,0,0,0,0,1
2004-12-01,2004,12,Southeast Colorado,CO,Bushel,Truck,1.99,2.05,Country Elevators,2.02,3.740740740740741,0.05999999999999983,2.04,-0.02,-0.0099,-1,6.6434299999999995,0.877532,0,0,0,0,0,11.654636268856786,0,0.7348,0,0,0,0,0,2.52508,0,0,0,0,0,3.2152119999999997,0.86136,0,0,0,0,0.87641,0,0,0,0,0,1
2005-01-01,2005,1,Denver,CO,Bushel,Truck-Rail,1.9,2,Terminal Elevators,1.95,3.6111111111111107,0.10000000000000009,1.975,-0.025,-0.0128,-1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.525e-4,0,0,0,0,0,0,0,0,0,0,0,1
2005-01-01,2005,1,East Central Colorado,CO,Bushel,Truck,1.85,1.95,Country Elevators,1.9,3.518518518518518,0.09999999999999987,1.95,-0.05,-0.0263,-1,4.4579724999999994,3.48901,3.1377225,0.2589375,0,0,0.2589375,60.72765722027973,2.5398121646347644,3.539958,3.310122,0.20710199999999998,0,0,0.20710199999999998,3.542055,3.2559249999999995,0.28781,0,0,0.28781,3.4915125000000002,3.2786199999999996,0.3913775,0,0,0.3913775,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,1
NA,2005,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5755575,22.9908325,21.9235525,8.142407500000001,0,0,8.142407500000001,95.36860463067158,15.117367194296662,16.176264,24.597786,8.993804,4.198734,0,13.192538,13.65167,24.524945,10.5291875,5.47772,0,16.0069075,13.1567,25.6590725,10.3857,5.4235500000000005,0,15.80925,29.11159,15.5168775,8.40691,0,0,8.40691,1
2005-01-01,2005,1,North Central Colorado,CO,Bushel,Truck-Rail,1.9,2.12,Country Elevators,2.01,3.722222222222222,0.2200000000000002,2.055,-0.045,-0.0224,-1,7.549875,1.8383950000000002,0.0060750000000000005,0,0,0,0,19.657538692705845,0,1.594798,0.481,0,0,0,0,1.8105250000000002,0.99663,0,0,0,0,2.8884425,2.2166925,0,0,0,0,1.8452225,0.00202,0,0,0,0,1
2005-01-01,2005,1,Northeast Colorado,CO,Bushel,Truck,1.73,1.86,Country Elevators,1.795,3.3240740740740735,0.13000000000000012,1.845,-0.05,-0.0279,-1,0.033284999999999995,2.94887,5.9683025,0.3350225,0,0,0.3350225,99.6414533550145,3.0995250966498316,1.1209399999999998,7.931724000000001,0.226654,0,0,0.226654,0.34062499999999996,8.68651,0.25896500000000006,0,0,0.25896500000000006,0,8.97217,0.31393,0,0,0.31393,3.006155,5.958825,0.287825,0,0,0.287825,1
NA,2005,1,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58399,6.0221525,1.2422175,0,0,0,0,66.89020092215964,0,5.835318,1.2220840000000002,0,0,0,0,5.8223925,1.234735,0,0,0,0,5.8637749999999995,1.4203825,0,0,0,0,6.4032,0.83739,0,0,0,0,1
2005-01-01,2005,1,Southeast Colorado,CO,Bushel,Truck,1.93,2,Country Elevators,1.9649999999999999,3.638888888888889,0.07000000000000006,2.02,-0.055,-0.028,-1,6.61142,0.87641,0,0,0,0,0,12.08031021936637,0,0.877532,0,0,0,0,0,0.7348,0,0,0,0,0,2.52508,0,0,0,0,0,0.90842,0,0,0,0,0,1
2005-02-01,2005,2,Denver,CO,Bushel,Truck-Rail,1.92,2.05,Terminal Elevators,1.9849999999999999,3.6759259259259256,0.1299999999999999,1.95,0.035,0.0176,1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-02-01,2005,2,East Central Colorado,CO,Bushel,Truck,1.87,1.97,Country Elevators,1.92,3.5555555555555554,0.09999999999999987,1.9,0.02,0.0104,1,3.5355774999999996,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,68.85346163434916,2.6130628475883655,3.48901,3.1377225,0.2589375,0,0,0.2589375,3.539958,3.310122,0.20710199999999998,0,0,0.20710199999999998,3.542055,3.2559249999999995,0.28781,0,0,0.28781,4.910012500000001,2.60922,0.29662,0,0,0.29662,1
NA,2005,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.332745,29.11159,15.5168775,8.40691,0,0,8.40691,92.2088396635626,12.885234452070044,22.9908325,21.9235525,8.142407500000001,0,0,8.142407500000001,16.176264,24.597786,8.993804,4.198734,0,13.192538,13.65167,24.524945,10.5291875,5.47772,0,16.0069075,36.92467,7.1879325,7.1656,0,0,7.1656,1
2005-02-01,2005,2,North Central Colorado,CO,Bushel,Truck-Rail,1.92,2.18,Country Elevators,2.05,3.7962962962962963,0.26000000000000023,2.01,0.04,0.0195,1,7.469325,1.8452225,0.00202,0,0,0,0,20.51466300313287,0,1.8383950000000002,0.0060750000000000005,0,0,0,0,1.594798,0.481,0,0,0,0,1.8105250000000002,0.99663,0,0,0,0,1.9193499999999997,0.0084375,0,0,0,0,1
2005-02-01,2005,2,Northeast Colorado,CO,Bushel,Truck,1.8,1.94,Country Elevators,1.87,3.462962962962963,0.1399999999999999,1.795,0.075,0.0401,1,0.030635,3.006155,5.958825,0.287825,0,0,0.287825,99.6699906311584,2.9088637856581347,2.94887,5.9683025,0.3350225,0,0,0.3350225,1.1209399999999998,7.931724000000001,0.226654,0,0,0.226654,0.34062499999999996,8.68651,0.25896500000000006,0,0,0.25896500000000006,2.826845,6.15849,0.27012,0,0,0.27012,1
NA,2005,2,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.448555,6.4032,0.83739,0,0,0,0,68.14144923733832,0,6.0221525,1.2422175,0,0,0,0,5.835318,1.2220840000000002,0,0,0,0,5.8223925,1.234735,0,0,0,0,7.273365,0.10266750000000001,0,0,0,0,1
2005-02-01,2005,2,Southeast Colorado,CO,Bushel,Truck,1.93,2.01,Country Elevators,1.9699999999999998,3.6481481481481475,0.07999999999999985,1.9649999999999999,0.005,0.0025,1,6.442327499999999,0.90842,0,0,0,0,0,14.32886205025639,0,0.87641,0,0,0,0,0,0.877532,0,0,0,0,0,0.7348,0,0,0,0,0,1.0775075,0,0,0,0,0,1
2005-03-01,2005,3,Denver,CO,Bushel,Truck-Rail,2.07,2.21,Terminal Elevators,2.1399999999999997,3.962962962962963,0.14000000000000012,1.9849999999999999,0.155,0.0724,1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-03-01,2005,3,East Central Colorado,CO,Bushel,Truck,1.99,2.08,Country Elevators,2.035,3.768518518518519,0.09000000000000008,1.92,0.115,0.0565,1,0.489144,4.910012500000001,2.60922,0.29662,0,0,0.29662,95.69088652266718,2.6130628475883655,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,3.48901,3.1377225,0.2589375,0,0,0.2589375,3.539958,3.310122,0.20710199999999998,0,0,0.20710199999999998,7.987364,2.5783,0.29662,0,0,0.29662,1
NA,2005,3,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.903288,36.92467,7.1879325,7.1656,0,0,7.1656,85.78820282483986,10.744756337512008,29.11159,15.5168775,8.40691,0,0,8.40691,22.9908325,21.9235525,8.142407500000001,0,0,8.142407500000001,16.176264,24.597786,8.993804,4.198734,0,13.192538,35.840116,5.89225,5.9752600000000005,0,0,5.9752600000000005,1
2005-03-01,2005,3,North Central Colorado,CO,Bushel,Truck-Rail,2.08,2.33,Country Elevators,2.205,4.083333333333333,0.25,2.05,0.155,0.0703,1,6.970892,1.9193499999999997,0.0084375,0,0,0,0,25.818825342232508,0,1.8452225,0.00202,0,0,0,0,1.8383950000000002,0.0060750000000000005,0,0,0,0,1.594798,0.481,0,0,0,0,2.416022,0.010204000000000001,0,0,0,0,1
2005-03-01,2005,3,Northeast Colorado,CO,Bushel,Truck,1.87,2.03,Country Elevators,1.95,3.6111111111111107,0.1599999999999997,1.87,0.08,0.041,1,0.013034,2.826845,6.15849,0.27012,0,0,0.27012,99.85955352623816,2.9088637856581347,3.006155,5.958825,0.287825,0,0,0.287825,2.94887,5.9683025,0.3350225,0,0,0.3350225,1.1209399999999998,7.931724000000001,0.226654,0,0,0.226654,2.768082,6.234856,0.27012,0,0,0.27012,1
NA,2005,3,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9638,7.273365,0.10266750000000001,0,0,0,0,81.85797337358736,0,6.4032,0.83739,0,0,0,0,6.0221525,1.2422175,0,0,0,0,5.835318,1.2220840000000002,0,0,0,0,8.859368,0.001422,0,0,0,0,1
2005-03-01,2005,3,Southeast Colorado,CO,Bushel,Truck,2.05,2.1,Country Elevators,2.075,3.8425925925925926,0.050000000000000266,1.9699999999999998,0.105,0.0506,1,6.306146,1.0775075,0,0,0,0,0,16.139891274282434,0,0.90842,0,0,0,0,0,0.87641,0,0,0,0,0,0.877532,0,0,0,0,0,1.213694,0,0,0,0,0,1
2005-04-01,2005,4,Denver,CO,Bushel,Truck-Rail,2.02,2.12,Terminal Elevators,2.0700000000000003,3.833333333333334,0.10000000000000009,2.1399999999999997,-0.07,-0.0338,-1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005-04-01,2005,4,East Central Colorado,CO,Bushel,Truck,1.9,2,Country Elevators,1.95,3.6111111111111107,0.10000000000000009,2.035,-0.085,-0.0436,-1,6.6124225,7.987364,2.5783,0.29662,0,0,0.29662,41.7480881263418,1.0792472842628638,4.910012500000001,2.60922,0.29662,0,0,0.29662,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,3.48901,3.1377225,0.2589375,0,0,0.2589375,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,1
NA,2005,4,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8700225,35.840116,5.89225,5.9752600000000005,0,0,5.9752600000000005,73.26062551720938,4.474443337947533,36.92467,7.1879325,7.1656,0,0,7.1656,29.11159,15.5168775,8.40691,0,0,8.40691,22.9908325,21.9235525,8.142407500000001,0,0,8.142407500000001,30.107015,8.1456275,2.4882799999999996,0,0,2.4882799999999996,1
2005-04-01,2005,4,North Central Colorado,CO,Bushel,Truck-Rail,2.02,2.26,Country Elevators,2.1399999999999997,3.962962962962963,0.23999999999999977,2.205,-0.065,-0.0304,-1,8.799005,2.416022,0.010204000000000001,0,0,0,0,6.364875621467003,0,1.9193499999999997,0.0084375,0,0,0,0,1.8452225,0.00202,0,0,0,0,1.8383950000000002,0.0060750000000000005,0,0,0,0,0.5981125,2.5e-6,0,0,0,0,1
2005-04-01,2005,4,Northeast Colorado,CO,Bushel,Truck,1.82,1.98,Country Elevators,1.9,3.518518518518518,0.15999999999999992,1.95,-0.05,-0.0263,-1,1.2228725,2.768082,6.234856,0.27012,0,0,0.27012,86.83115085988737,2.931235933276618,2.826845,6.15849,0.27012,0,0,0.27012,3.006155,5.958825,0.287825,0,0,0.287825,2.94887,5.9683025,0.3350225,0,0,0.3350225,4.00065,3.79038,0.2721975,0,0,0.2721975,1
NA,2005,4,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34277,8.859368,0.001422,0,0,0,0,4.451254042878298,0,7.273365,0.10266750000000001,0,0,0,0,6.4032,0.83739,0,0,0,0,6.0221525,1.2422175,0,0,0,0,0.48183,0,0,0,0,0,1
2005-04-01,2005,4,Southeast Colorado,CO,Bushel,Truck,1.97,2.01,Country Elevators,1.9899999999999998,3.685185185185185,0.039999999999999813,2.075,-0.085,-0.0427,-1,7.5180925,1.213694,0,0,0,0,0,0.023238526351624506,0,1.0775075,0,0,0,0,0,0.90842,0,0,0,0,0,0.87641,0,0,0,0,0,0.0017475000000000001,0,0,0,0,0,1
2005-05-01,2005,5,Denver,CO,Bushel,Truck-Rail,1.98,2.13,Terminal Elevators,2.0549999999999997,3.805555555555555,0.1499999999999999,2.0700000000000003,-0.015,-0.0073,-1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2005-05-01,2005,5,East Central Colorado,CO,Bushel,Truck,1.89,2,Country Elevators,1.9449999999999998,3.601851851851851,0.1100000000000001,1.95,-0.005,-0.0026,-1,4.317494,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,61.96516209851974,0.8239666720404388,7.987364,2.5783,0.29662,0,0,0.29662,4.910012500000001,2.60922,0.29662,0,0,0.29662,3.8502875,2.7548649999999997,0.28830500000000003,0,0,0.28830500000000003,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,2
NA,2005,5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.073237999999996,30.107015,8.1456275,2.4882799999999996,0,0,2.4882799999999996,27.940013241998788,1.8082197495672614,35.840116,5.89225,5.9752600000000005,0,0,5.9752600000000005,36.92467,7.1879325,7.1656,0,0,7.1656,29.11159,15.5168775,8.40691,0,0,8.40691,7.8275760000000005,6.70456,1.005568,0,0,1.005568,2
2005-05-01,2005,5,North Central Colorado,CO,Bushel,Truck-Rail,1.98,2.3,Country Elevators,2.1399999999999997,3.962962962962963,0.31999999999999984,2.1399999999999997,0,0,0,9.348614000000001,0.5981125,2.5e-6,0,0,0,0,0.5161581420690594,0,2.416022,0.010204000000000001,0,0,0,0,1.9193499999999997,0.0084375,0,0,0,0,1.8452225,0.00202,0,0,0,0,0.048504,0,0,0,0,0,2
2005-05-01,2005,5,Northeast Colorado,CO,Bushel,Truck,1.86,2,Country Elevators,1.9300000000000002,3.574074074074075,0.1399999999999999,1.9,0.03,0.0155,1,1.354792,4.00065,3.79038,0.2721975,0,0,0.2721975,85.4104521812171,2.6072086236417875,2.768082,6.234856,0.27012,0,0,0.27012,2.826845,6.15849,0.27012,0,0,0.27012,3.006155,5.958825,0.287825,0,0,0.287825,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,2
NA,2005,5,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59404,0.48183,0,0,0,0,0,11.368024100681874,0,8.859368,0.001422,0,0,0,0,7.273365,0.10266750000000001,0,0,0,0,6.4032,0.83739,0,0,0,0,1.230542,0,0,0,0,0,2
2005-05-01,2005,5,Southeast Colorado,CO,Bushel,Truck,1.93,1.99,Country Elevators,1.96,3.6296296296296298,0.06000000000000005,1.9899999999999998,-0.03,-0.0153,-1,3.8218059999999996,0.0017475000000000001,0,0,0,0,0,49.17716334390094,0,1.213694,0,0,0,0,0,1.0775075,0,0,0,0,0,0.90842,0,0,0,0,0,3.6980440000000003,0,0,0,0,0,2
2005-06-01,2005,6,Denver,CO,Bushel,Truck-Rail,2.12,2.22,Terminal Elevators,2.17,4.018518518518518,0.10000000000000009,2.0549999999999997,0.115,0.053,1,0.15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2005-06-01,2005,6,East Central Colorado,CO,Bushel,Truck,2.04,2.13,Country Elevators,2.085,3.861111111111111,0.08999999999999986,1.9449999999999998,0.14,0.0671,1,7.532325,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,33.64428534554677,0,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.987364,2.5783,0.29662,0,0,0.29662,4.910012500000001,2.60922,0.29662,0,0,0.29662,2.9411175,0.87799,0,0,0,0,2
NA,2005,6,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.61971,7.8275760000000005,6.70456,1.005568,0,0,1.005568,25.159114375696586,2.1947480118120644,30.107015,8.1456275,2.4882799999999996,0,0,2.4882799999999996,35.840116,5.89225,5.9752600000000005,0,0,5.9752600000000005,36.92467,7.1879325,7.1656,0,0,7.1656,6.48123,6.289470000000001,1.22052,0,0,1.22052,2
2005-06-01,2005,6,North Central Colorado,CO,Bushel,Truck-Rail,2.12,2.36,Country Elevators,2.24,4.148148148148149,0.23999999999999977,2.1399999999999997,0.1,0.0446,1,9.37012,0.048504,0,0,0,0,0,0.2872954692501532,0,0.5981125,2.5e-6,0,0,0,0,2.416022,0.010204000000000001,0,0,0,0,1.9193499999999997,0.0084375,0,0,0,0,0.026997499999999997,0,0,0,0,0,2
2005-06-01,2005,6,Northeast Colorado,CO,Bushel,Truck,1.95,2.1,Country Elevators,2.025,3.75,0.15000000000000013,1.9300000000000002,0.095,0.0469,1,1.5222425,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,83.60719247046663,0,4.00065,3.79038,0.2721975,0,0,0.2721975,2.768082,6.234856,0.27012,0,0,0.27012,2.826845,6.15849,0.27012,0,0,0.27012,4.9200475,2.8438000000000003,0,0,0,0,2
NA,2005,6,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4474875,1.230542,0,0,0,0,0,3.483734718820759,0,0.48183,0,0,0,0,0,8.859368,0.001422,0,0,0,0,7.273365,0.10266750000000001,0,0,0,0,0.3771,0,0,0,0,0,2
2005-06-01,2005,6,Southeast Colorado,CO,Bushel,Truck,2.04,2.18,Country Elevators,2.1100000000000003,3.907407407407408,0.14000000000000012,1.96,0.15,0.0711,1,5.765577499999999,3.6980440000000003,0,0,0,0,0,23.32848837209303,0,0.0017475000000000001,0,0,0,0,0,1.213694,0,0,0,0,0,1.0775075,0,0,0,0,0,1.7542650000000002,0,0,0,0,0,2
2005-07-01,2005,7,Denver,CO,Bushel,Truck-Rail,2.23,2.35,Terminal Elevators,2.29,4.2407407407407405,0.1200000000000001,2.17,0.12,0.0524,1,0.116745,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038915,0,0,0,0,0,2
2005-07-01,2005,7,East Central Colorado,CO,Bushel,Truck,2.15,2.23,Country Elevators,2.19,4.055555555555555,0.08000000000000007,2.085,0.105,0.0479,1,6.7652125000000005,2.9411175,0.87799,0,0,0,0,40.4021123329836,0,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.987364,2.5783,0.29662,0,0,0.29662,4.5862175,0,0,0,0,0,2
NA,2005,7,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5048125,6.48123,6.289470000000001,1.22052,0,0,1.22052,32.558535245043515,2.1947480118120644,7.8275760000000005,6.70456,1.005568,0,0,1.005568,30.107015,8.1456275,2.4882799999999996,0,0,2.4882799999999996,35.840116,5.89225,5.9752600000000005,0,0,5.9752600000000005,10.5961175,6.289470000000001,1.22052,0,0,1.22052,2
2005-07-01,2005,7,North Central Colorado,CO,Bushel,Truck-Rail,2.22,2.49,Country Elevators,2.3550000000000004,4.3611111111111125,0.27,2.24,0.115,0.0488,1,7.4659875,0.026997499999999997,0,0,0,0,0,20.550205807736837,0,0.048504,0,0,0,0,0,0.5981125,2.5e-6,0,0,0,0,2.416022,0.010204000000000001,0,0,0,0,1.9311275,0,0,0,0,0,2
2005-07-01,2005,7,Northeast Colorado,CO,Bushel,Truck,2.08,2.21,Country Elevators,2.145,3.9722222222222223,0.1299999999999999,2.025,0.12,0.0559,1,1.2326475000000001,4.9200475,2.8438000000000003,0,0,0,0,86.72585907969977,0,4.786896,2.902296,0.24210800000000002,0,0,0.24210800000000002,4.00065,3.79038,0.2721975,0,0,0.2721975,2.768082,6.234856,0.27012,0,0,0.27012,7.50569,0.54776,0,0,0,0,2
NA,2005,7,South Central Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1184425,0.3771,0,0,0,0,0,25,0,1.230542,0,0,0,0,0,0.48183,0,0,0,0,0,8.859368,0.001422,0,0,0,0,2.7061475,0,0,0,0,0,2
2005-07-01,2005,7,Southeast Colorado,CO,Bushel,Truck,2.23,2.3,Country Elevators,2.2649999999999997,4.194444444444444,0.06999999999999984,2.1100000000000003,0.155,0.0684,1,5.7317725,1.7542650000000002,0,0,0,0,0,23.77803251133003,0,3.6980440000000003,0,0,0,0,0,0.0017475000000000001,0,0,0,0,0,1.213694,0,0,0,0,0,1.7880699999999998,0,0,0,0,0,2
2005-08-01,2005,8,Denver,CO,Bushel,Truck-Rail,1.98,2.17,Terminal Elevators,2.075,3.8425925925925926,0.18999999999999995,2.29,-0.215,-0.1036,-1,0.11442000000000001,0.038915,0,0,0,0,0,26.49363998458178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04124,0,0,0,0,0,2
2005-08-01,2005,8,East Central Colorado,CO,Bushel,Truck,1.93,2.05,Country Elevators,1.9899999999999998,3.685185185185185,0.11999999999999988,2.19,-0.2,-0.1005,-1,3.612028,4.5862175,0,0,0,0,0,68.18002665743434,0,2.9411175,0.87799,0,0,0,0,5.866138,1.074262,0.09353199999999999,0,0,0.09353199999999999,3.4445725,1.1719225000000002,0.12251000000000001,0,0,0.12251000000000001,7.739408,0,0,0,0,0,2
NA,2005,8,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.771548,10.5961175,6.289470000000001,1.22052,0,0,1.22052,42.86814788600948,2.040192091699942,6.48123,6.289470000000001,1.22052,0,0,1.22052,7.8275760000000005,6.70456,1.005568,0,0,1.005568,30.107015,8.1456275,2.4882799999999996,0,0,2.4882799999999996,16.43937,6.26544,1.1345699999999999,0,0,1.1345699999999999,2
2005-08-01,2005,8,North Central Colorado,CO,Bushel,Truck-Rail,1.98,2.31,Country Elevators,2.145,3.9722222222222223,0.33000000000000007,2.3550000000000004,-0.21,-0.0979,-1,5.376652,1.9311275,0,0,0,0,0,42.78393805761765,0,0.026997499999999997,0,0,0,0,0,0.048504,0,0,0,0,0,0.5981125,2.5e-6,0,0,0,0,4.020458,0,0,0,0,0,2
