id,year,week,location,precip_avg,precip_min,precip_max,precip_avg_lag1,precip_min_lag1,precip_max_lag1,precip_avg_lag2,precip_min_lag2,precip_max_lag2,precip_avg_lag3,precip_min_lag3,precip_max_lag3,precip_avg_lag4,precip_min_lag4,precip_max_lag4,precip_avg_lag5,precip_min_lag5,precip_max_lag5,precip_avg_lag6,precip_min_lag6,precip_max_lag6,precip_avg_lag7,precip_min_lag7,precip_max_lag7,precip_avg_lag8,precip_min_lag8,precip_max_lag8
687,2003,2,SLV,0.254,0,0.508,1.016,0,2.032,0.127,0,0.254,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2003,2,SW,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35,0.33866666666666667,0,0.762,0.16933333333333334,0,0.254,6.772666666666667,2.54,12.698,0,0,0,0,0,0
208,2003,3,EC,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0.381,0,0.762
994,2003,3,NE,0.381,0,1.27,0,0,0,0,0,0,0,0,0,0.381,0,1.524,0,0,0,0,0,0,0,0,0,1.0795,0,3.048
152,2003,3,SE,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556,1.016,0.508,1.524,0,0,0,7.281333333333333,5.08,10.668,0,0,0,0,0,0
688,2003,3,SLV,0,0,0,0.254,0,0.508,1.016,0,2.032,0.127,0,0.254,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0
211,2003,3,SW,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35,0.33866666666666667,0,0.762,0.16933333333333334,0,0.254,6.772666666666667,2.54,12.698,0,0,0
209,2003,4,EC,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0
995,2003,4,NE,0,0,0,0.381,0,1.27,0,0,0,0,0,0,0,0,0,0.381,0,1.524,0,0,0,0,0,0,0,0,0
153,2003,4,SE,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556,1.016,0.508,1.524,0,0,0,7.281333333333333,5.08,10.668,0,0,0
212,2003,4,SW,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35,0.33866666666666667,0,0.762,0.16933333333333334,0,0.254,6.772666666666667,2.54,12.698
210,2003,5,EC,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254
996,2003,5,NE,0,0,0,0,0,0,0.381,0,1.27,0,0,0,0,0,0,0,0,0,0.381,0,1.524,0,0,0,0,0,0
154,2003,5,SE,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556,1.016,0.508,1.524,0,0,0,7.281333333333333,5.08,10.668
213,2003,5,SW,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35,0.33866666666666667,0,0.762,0.16933333333333334,0,0.254
211,2003,6,EC,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0,0,0,0,0,0
997,2003,6,NE,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27,0,0,0,0,0,0,0,0,0,0.381,0,1.524,0,0,0
155,2003,6,SE,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556,1.016,0.508,1.524,0,0,0
214,2003,6,SW,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35,0.33866666666666667,0,0.762
212,2003,7,EC,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0,0,0,0
998,2003,7,NE,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27,0,0,0,0,0,0,0,0,0,0.381,0,1.524
156,2003,7,SE,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556,1.016,0.508,1.524
179,2003,7,SLV,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0,0,0,0,1.778,1.524,2.032,2.7939999999999996,1.27,4.318,7.112,6.35,7.874,0,0,0
215,2003,7,SW,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096,4.910666666666667,2.54,6.35
213,2003,8,EC,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254,0,0,0
12,2003,8,NE,0.1905,0,0.508,1.0795,0,2.54,0.254,0,0.762,1.8375,0,6.35,0,0,0,0.254,0,1.016,0.127,0,0.508,0,0,0,2.516,0,6
157,2003,8,SE,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508,2.9633333333333334,2.032,3.556
180,2003,8,SLV,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0,0,0,0,1.778,1.524,2.032,2.7939999999999996,1.27,4.318,7.112,6.35,7.874
216,2003,8,SW,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762,3.4713333333333334,2.032,6.096
214,2003,9,EC,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0,0,0,0,0.127,0,0.254
13,2003,9,NE,1.8415,0,5.08,0.1905,0,0.508,1.0795,0,2.54,0.254,0,0.762,1.8375,0,6.35,0,0,0,0.254,0,1.016,0.127,0,0.508,0,0,0
158,2003,9,SE,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524,0.16933333333333334,0,0.508
181,2003,9,SLV,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0,0,0,0,1.778,1.524,2.032,2.7939999999999996,1.27,4.318
217,2003,9,SW,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999,0.33866666666666667,0,0.762
215,2003,10,EC,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0,0,0,0
999,2003,10,NE,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27,0,0,0,0,0,0,0,0,0
159,2003,10,SE,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0,0.508,0,1.524
218,2003,10,SW,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0,4.402666666666667,2.794,5.587999999999999
216,2003,11,EC,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0,0,0,0
1000,2003,11,NE,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27,0,0,0,0,0,0
160,2003,11,SE,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0,0,0,0
219,2003,11,SW,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0,0,0,0
217,2003,12,EC,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254,0,0,0
1001,2003,12,NE,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27,0,0,0
161,2003,12,SE,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286,0,0,0
182,2003,12,SLV,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0,0,0,0,1.778,1.524,2.032
220,2003,12,SW,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508,0,0,0
218,2003,13,EC,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508,0.127,0,0.254
1002,2003,13,NE,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0,0.381,0,1.27
195,2003,13,NWMA,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334,2.921,0,5.842,4.065,0,8.13,0,0,0,0.762,0,1.524,2.794,0,5.588
162,2003,13,SE,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54,1.524,0.762,2.286
183,2003,13,SLV,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0,0,0,0
221,2003,13,SW,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0,0.16933333333333334,0,0.508
219,2003,14,EC,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508,0.254,0,0.508
1003,2003,14,NE,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0,0,0,0
196,2003,14,NWMA,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334,2.921,0,5.842,4.065,0,8.13,0,0,0,0.762,0,1.524
163,2003,14,SE,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35,1.27,0,2.54
184,2003,14,SLV,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0,0,0,0
222,2003,14,SW,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912,0,0,0
220,2003,15,EC,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762,0.254,0,0.508
1004,2003,15,NE,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556,0,0,0
197,2003,15,NWMA,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334,2.921,0,5.842,4.065,0,8.13,0,0,0
164,2003,15,SE,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858,4.910666666666667,2.032,6.35
185,2003,15,SLV,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604,0,0,0
223,2003,15,SW,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698,14.987333333333334,0,25.912
221,2003,16,EC,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032,0.508,0.254,0.762
1097,2003,16,NE,2.032,0,4.064,8.2555,0,20.83,0.6985,0,1.778,0,0,0,0,0,0,0.254,0,0.762,1.016,0,2.032,0.381,0,1.27,0.127,0,0.508
198,2003,16,NWMA,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334,2.921,0,5.842,4.065,0,8.13
165,2003,16,SE,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842,2.286,0,6.858
186,2003,16,SLV,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254,5.461,4.318,6.604
224,2003,16,SW,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997,6.687333333333334,0,12.698
222,2003,17,EC,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508,1.016,0,2.032
1005,2003,17,NE,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762,1.27,0,3.556
199,2003,17,NWMA,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334,2.921,0,5.842
166,2003,17,SE,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0,2.8786666666666667,1.016,5.842
187,2003,17,SLV,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286,0.127,0,0.254
225,2003,17,SW,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048,18.119333333333334,0,27.433999999999997
223,2003,18,EC,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036,0.254,0,0.508
1006,2003,18,NE,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0,0.1905,0,0.762
200,2003,18,NWMA,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668,2.667,0,5.334
167,2003,18,SE,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006,0,0,0
188,2003,18,SLV,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27,1.143,0,2.286
226,2003,18,SW,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454,2.1166666666666667,0.254,3.048
224,2003,19,EC,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999,17.398000000000003,16.76,18.036
1007,2003,19,NE,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22,0,0,0
201,2003,19,NWMA,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508,5.334,0,10.668
168,2003,19,SE,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003,7.113333333333333,6.096,7.8740000000000006
189,2003,19,SLV,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208,0.635,0,1.27
227,2003,19,SW,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005,27.093333333333334,25.906,28.454
225,2003,20,EC,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762,7.112,6.604,7.619999999999999
1008,2003,20,NE,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668,17.9065,0,30.22
202,2003,20,NWMA,5.714,0,11.428,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0,0.254,0,0.508
169,2003,20,SE,4.994666666666667,2.032,10.158000000000001,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254,16.93466666666667,13.716,21.340000000000003
190,2003,20,SLV,6.476999999999999,6.35,6.603999999999999,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254,6.604,0,13.208
228,2003,20,SW,7.7059999999999995,3.556,15.244,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254,3.3866666666666667,1.27,5.8420000000000005
226,2003,21,EC,3.048,3.048,3.048,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572,0.381,0,0.762
1009,2003,21,NE,2.4125,0,9.65,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556,4.1274999999999995,0,10.668
203,2003,21,NWMA,0,0,0,5.714,0,11.428,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508,0,0,0
170,2003,21,SE,12.194,0,20.067999999999998,4.994666666666667,2.032,10.158000000000001,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006,0.08466666666666667,0,0.254
191,2003,21,SLV,0.889,0.254,1.524,6.476999999999999,6.35,6.603999999999999,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016,0.127,0,0.254
229,2003,21,SW,0,0,0,7.7059999999999995,3.556,15.244,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81,0.08466666666666667,0,0.254
227,2003,22,EC,30.990000000000002,22.606,39.374,3.048,3.048,3.048,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99,2.286,0,4.572
1010,2003,22,NE,6.0329999999999995,0,17.528,2.4125,0,9.65,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318,1.2065000000000001,0,3.556
204,2003,22,NWMA,2.032,0,4.064,0,0,0,5.714,0,11.428,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0,0.254,0,0.508
171,2003,22,SE,10.414666666666667,6.8580000000000005,14.48,12.194,0,20.067999999999998,4.994666666666667,2.032,10.158000000000001,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49,3.8946666666666667,0.254,7.8740000000000006
192,2003,22,SLV,1.143,0.254,2.032,0.889,0.254,1.524,6.476999999999999,6.35,6.603999999999999,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54,0.508,0,1.016
230,2003,22,SW,0.42333333333333334,0,1.016,0,0,0,7.7059999999999995,3.556,15.244,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016,1.6086666666666667,0,3.81
228,2003,23,EC,47.629000000000005,44.706,50.552,30.990000000000002,22.606,39.374,3.048,3.048,3.048,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999,10.543,6.096,14.99
1011,2003,23,NE,16.002000000000002,0,24.89,6.0329999999999995,0,17.528,2.4125,0,9.65,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62,2.2225,0,4.318
205,2003,23,NWMA,0.127,0,0.254,2.032,0,4.064,0,0,0,5.714,0,11.428,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254,0,0,0
172,2003,23,SE,29.718666666666667,18.03,53.086,10.414666666666667,6.8580000000000005,14.48,12.194,0,20.067999999999998,4.994666666666667,2.032,10.158000000000001,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53,8.89,0,15.49
193,2003,23,SLV,4.3180000000000005,2.794,5.8420000000000005,1.143,0.254,2.032,0.889,0.254,1.524,6.476999999999999,6.35,6.603999999999999,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334,2.159,1.778,2.54
231,2003,23,SW,0,0,0,0.42333333333333334,0,1.016,0,0,0,7.7059999999999995,3.556,15.244,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0,0.6773333333333333,0.254,1.016
229,2003,24,EC,35.182,22.61,47.754,47.629000000000005,44.706,50.552,30.990000000000002,22.606,39.374,3.048,3.048,3.048,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91,9.779,9.652,9.905999999999999
1012,2003,24,NE,5.333,0,18.792,16.002000000000002,0,24.89,6.0329999999999995,0,17.528,2.4125,0,9.65,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53,2.3495,0,7.62
206,2003,24,NWMA,2.921,0,5.842,0.127,0,0.254,2.032,0,4.064,0,0,0,5.714,0,11.428,3.048,0,6.096,5.082000000000001,0,10.164000000000001,0.127,0,0.254,0.127,0,0.254
173,2003,24,SE,9.483333333333333,1.778,20.83,29.718666666666667,18.03,53.086,10.414666666666667,6.8580000000000005,14.48,12.194,0,20.067999999999998,4.994666666666667,2.032,10.158000000000001,0,0,0,4.740666666666667,0,9.142000000000001,4.9093333333333335,0,14.474,17.357333333333333,4.064,33.53
194,2003,24,SLV,1.524,1.27,1.778,4.3180000000000005,2.794,5.8420000000000005,1.143,0.254,2.032,0.889,0.254,1.524,6.476999999999999,6.35,6.603999999999999,0,0,0,0,0,0,0.381,0,0.762,4.826,4.318,5.334
232,2003,24,SW,0,0,0,0,0,0,0.42333333333333334,0,1.016,0,0,0,7.7059999999999995,3.556,15.244,0.16933333333333334,0,0.508,0.9313333333333333,0,1.524,0,0,0,0,0,0
230,2003,25,EC,30.225,12.956000000000001,47.494,35.182,22.61,47.754,47.629000000000005,44.706,50.552,30.990000000000002,22.606,39.374,3.048,3.048,3.048,14.987,4.064,25.91,20.705,17.784,23.626,12.828000000000001,3.556,22.1,22.735,19.56,25.91
1013,2003,25,NE,3.048,0,6.603999999999999,5.333,0,18.792,16.002000000000002,0,24.89,6.0329999999999995,0,17.528,2.4125,0,9.65,7.8095,0,27.174,33.2715,0,51.054,2.159,0,7.366,16.0665,0,33.53
